ID_hash	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
295	0.96	2	2	4	8	175	175	173	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
296	0.97	2	2	2	4	175	175	184	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
297	0.01	2	2	3	5	148	154	146	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
298	0.21	2	6	6	6	193	203	201	5	0	0	0	1	vendas	01_menor_igual_media	1
299	0.09	1	6	7	10	181	181	180	4	0	0	0	0	dados	01_menor_igual_media	0
300	0.97	3	4	6	6	169	171	181	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
301	0.69	4	4	7	11	161	159	159	2	0	0	0	0	dados	01_menor_igual_media	0
302	0.92	1	4	7	10	170	178	168	3	0	0	0	0	vendas	02_acima_media	0
303	0.95	0	5	6	6	162	160	165	4	0	0	0	1	vendas	01_menor_igual_media	0
304	0.44	0	4	4	5	156	154	154	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
305	0.89	4	4	6	11	153	156	152	2	0	0	0	0	marketing/produto	02_acima_media	0
306	0.94	4	4	7	12	159	159	165	4	0	0	0	0	dados	01_menor_igual_media	0
307		4	5	5	5	159	159	159	7	0	0	0	0	vendas	02_acima_media	1
308	1	3	5	5	6	172	166	174	3	0	0	0	0	vendas	01_menor_igual_media	0
309	0.82	1	4	6	8	153	155	166	4	0	0	0	0	vendas	01_menor_igual_media	0
310	0.98	1	5	7	11	156	164	161	3	0	0	1	1	TI/suporte	01_menor_igual_media	0
311	0.25	3	6	7	12	146	150	151	6	0	0	0	0	marketing/produto	02_acima_media	0
312	0.61	1	4	4	9	162	159	160	3	0	0	1	1	RH/financeiro	01_menor_igual_media	0
313	0.18	0	2	4	6	147	155	152	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
314	0.62	0	3	6	6	153	155	155	8	0	0	0	0	marketing/produto	01_menor_igual_media	1
315	0.96	2	4	4	8	157	152	140	3	0	0	0	1	dados	02_acima_media	0
316	0.65	0	3	3	8	162	154	161	4	1	0	0	1	vendas	01_menor_igual_media	1
317	0.93	2	3	5	8	157	160	159	3	0	1	0	1	TI/suporte	01_menor_igual_media	0
318	0.79	2	3	4	4	149	154	161	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
319	0.06	2	6	7	11	150	151	147	3	0	0	0	0	marketing/produto	02_acima_media	0
320	0.7	0	4	5	5	184	183	176	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
321	0.56	2	2	2	7	148	151	142	3	0	0	0	1	dados	01_menor_igual_media	1
322	0.59	0	3	4	6	164	170	172	2	0	0	0	1	RH/financeiro	02_acima_media	0
323	0.57	0	4	7	7	157	155	157	3	0	0	0	0	dados	01_menor_igual_media	0
324	1	0	6	8	11	169	178	181	3	1	0	0	1	TI/suporte	01_menor_igual_media	0
325	0.98	2	6	9	11	150	150	159	4	0	0	0	0	dados	01_menor_igual_media	0
326	0.35	2	4	4	8	150	158	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
327	0.98	1	5	8	8	184	182	191	5	0	0	0	0	dados	01_menor_igual_media	0
328	0.22	1	3	6	7	163	164	162	6	0	0	0	1	marketing/produto	01_menor_igual_media	0
329	0.82	3	3	5	9	159	160	160	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
330	1	5	5	7	7	167	172	172	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
331	0.86	3	5	7	8	177	171	170	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
332	0.27	0	3	3	3	153	155	150	4	1	0	0	1	RH/financeiro	01_menor_igual_media	0
333	0.65	1	4	4	7	151	151	146	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
334	0.31	3	5	5	7	170	169	172	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
335	0.96	2	4	5	10	180	180	181	4	0	0	0	1	marketing/produto	01_menor_igual_media	1
336	0.5	3	3	6	6	165	166	155	7	0	0	0	0	dados	01_menor_igual_media	0
337	0.69	1	2	5	9	149	154	146	3	0	1	0	1	RH/financeiro	01_menor_igual_media	0
338	0.58	0	4	4	6	179	181	187	4	0	0	0	0	dados	02_acima_media	0
339	0.94	3	4	6	9	171	172	174	3	0	0	0	0	vendas	02_acima_media	0
340	0.61	1	5	8	11	172	163	153	8	0	0	0	0	marketing/produto	01_menor_igual_media	0
341	0.84	2	4	5	8	157	158	166	3	0	0	0	0	marketing/produto	02_acima_media	0
342	0.7	2	2	4	4	164	155	149	3	0	0	0	1	vendas	01_menor_igual_media	0
343	0.6	1	3	4	6	157	160	162	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
344	0.84	0	3	3	5	167	160	168	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
345	0.95	3	4	6	7	184	180	177	3	0	1	0	1	vendas	02_acima_media	0
346	0.84	2	4	5	6	161	166	172	4	0	0	0	1	dados	01_menor_igual_media	0
347	1	2	3	6	8	193	189	188	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
348	0.84	4	4	6	11	187	187	179	6	0	0	0	0	vendas	01_menor_igual_media	0
349		3	3	6	11	156	157	147	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
350	0.76	3	3	6	8	151	158	164	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
351	0.83	0	4	7	10	175	181	183	10	0	0	0	0	marketing/produto	02_acima_media	0
352	0.94	4	4	5	9	172	168	172	2	0	0	0	1	marketing/produto	01_menor_igual_media	1
353	0.69	0	4	6	9	154	155	148	1	0	1	0	1	TI/suporte	01_menor_igual_media	0
354	0.35	1	3	4	8	185	186	176	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
355	0.92	1	4	6	11	155	153	154	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
356	0.59	2	3	3	3	157	156	147	3	0	0	0	0	vendas	01_menor_igual_media	1
357	0.95	0	3	5	10	152	155	153	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
358	0.52	1	3	5	8	153	154	143	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
359		3	4	7	12	157	158	167	10	0	0	0	0	marketing/produto	02_acima_media	0
360	0.78	3	4	7	7	157	154	145	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
361	0.39	1	3	3	6	145	154	157	2	0	0	0	1	RH/financeiro	01_menor_igual_media	0
362	0.52	2	2	5	10	150	156	159	3	0	0	0	1	dados	02_acima_media	0
363	0.95	2	5	5	7	173	171	171	3	0	0	0	1	vendas	01_menor_igual_media	0
364	0.97	4	5	6	8	162	164	162	6	0	0	0	0	vendas	02_acima_media	0
365	0.31	3	4	7	9	170	167	174	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
366	0.87	4	5	8	8	163	163	161	8	0	0	0	0	marketing/produto	01_menor_igual_media	0
367	0.99	0	4	4	5	162	161	150	3	0	0	1	1	vendas	01_menor_igual_media	0
368	0.12	2	2	5	9	153	153	153	3	0	0	0	1	dados	01_menor_igual_media	0
369	0.98	1	3	4	5	161	159	157	2	0	0	1	1	vendas	01_menor_igual_media	1
370	0.31	3	6	8	9	191	194	194	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
371	0.43	1	3	3	7	183	180	170	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
372	0.89	3	3	6	6	175	174	173	2	0	0	0	0	dados	01_menor_igual_media	0
373	0.97	0	5	8	8	164	156	148	3	0	0	0	0	marketing/produto	02_acima_media	0
374	0.97	1	3	6	10	165	174	174	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
375	0.61	1	4	5	5	163	166	159	4	0	0	0	0	vendas	02_acima_media	0
376	0.11	1	6	6	10	176	184	192	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
377		2	2	4	5	158	159	157	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
378	0.34	1	2	4	9	165	156	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
379	0.72	3	3	4	9	152	154	157	3	0	0	0	0	marketing/produto	02_acima_media	0
380		0	3	6	10	143	150	142	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
381	0.21	0	2	3	4	156	154	151	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
382	0.47	3	5	5	9	157	156	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
383		1	2	4	6	192	190	206	6	1	0	0	1	RH/financeiro	01_menor_igual_media	0
384	0.97	2	4	5	6	160	158	156	3	0	0	0	1	vendas	02_acima_media	0
385	0.87	3	4	7	11	177	178	167	5	0	0	0	1	vendas	01_menor_igual_media	0
386	0.4	2	3	5	5	166	168	160	2	0	0	0	1	vendas	01_menor_igual_media	1
387	0.86	4	4	5	8	176	184	178	1	0	0	0	1	vendas	01_menor_igual_media	0
388	0.69	2	3	3	7	178	179	182	2	0	0	0	0	dados	01_menor_igual_media	0
389	0.9	1	3	3	4	181	181	190	2	0	0	0	0	TI/suporte	01_menor_igual_media	1
390	0.07	4	7	10	12	172	177	171	4	0	0	0	0	vendas	01_menor_igual_media	0
391		1	3	5	7	167	162	165	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
392		0	2	4	8	154	155	164	3	0	0	0	1	vendas	01_menor_igual_media	0
393	0.93	0	4	5	6	162	160	155	7	0	0	0	1	vendas	01_menor_igual_media	0
394	0.56	1	3	5	8	181	171	177	1	1	0	0	1	vendas	01_menor_igual_media	0
395	0.91	0	4	4	7	159	159	161	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
396	0.7	0	4	4	7	190	188	186	2	0	0	0	1	RH/financeiro	02_acima_media	0
397	0.32	1	5	5	9	169	172	181	3	0	0	0	0	vendas	01_menor_igual_media	0
398	0.92	1	3	3	5	160	159	168	2	0	0	0	0	RH/financeiro	01_menor_igual_media	1
399	1	4	5	5	5	185	182	183	5	0	0	0	1	RH/financeiro	01_menor_igual_media	1
400	0.93	1	4	6	11	186	187	196	3	0	0	0	0	vendas	01_menor_igual_media	1
401	0.63	0	3	4	5	154	154	159	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
402		1	4	4	6	153	156	149	3	0	0	0	0	dados	01_menor_igual_media	0
403	0.36	0	4	5	10	149	154	146	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
404	0.18	0	2	3	7	144	153	152	3	0	0	0	0	dados	02_acima_media	0
405	0.67	5	6	8	10	164	174	172	3	0	0	0	1	vendas	01_menor_igual_media	1
406	0.93	3	3	5	10	173	164	164	1	0	0	0	0	dados	01_menor_igual_media	0
407	0.5	5	5	7	12	159	159	157	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
408	0.83	3	3	3	5	170	160	149	3	0	0	0	1	dados	01_menor_igual_media	0
409	0.45	2	4	4	6	193	191	190	6	0	0	0	1	vendas	01_menor_igual_media	0
410	0.84	1	2	4	8	152	154	146	3	0	0	0	1	RH/financeiro	01_menor_igual_media	1
411		0	5	6	9	190	188	190	3	0	0	0	1	dados	01_menor_igual_media	1
412	0.55	2	4	5	5	157	155	144	3	0	0	0	1	vendas	01_menor_igual_media	0
413	0.27	3	5	6	7	158	157	167	2	0	0	0	1	vendas	01_menor_igual_media	1
414	0.8	3	3	4	4	164	156	163	1	0	0	0	1	vendas	01_menor_igual_media	0
415	0.77	0	2	5	9	152	155	144	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
416	0.98	0	5	7	12	181	178	190	10	0	1	0	1	vendas	01_menor_igual_media	0
417	0.75	2	3	4	6	165	160	164	1	0	0	0	0	dados	01_menor_igual_media	0
418	0.16	2	6	6	7	195	192	189	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
419	0.8	1	4	4	9	172	169	163	3	0	0	0	0	vendas	01_menor_igual_media	0
420		0	3	4	6	197	186	191	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
421	0.08	1	3	6	8	152	159	170	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
422	0.69	0	2	5	8	157	150	156	7	1	0	0	1	marketing/produto	01_menor_igual_media	0
423	0.93	2	3	5	9	166	172	169	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
424	0.86	1	4	5	10	184	182	182	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
425	0.44	3	3	4	4	177	177	166	4	0	0	0	0	dados	01_menor_igual_media	0
426	0.25	2	2	3	5	147	156	154	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
427	0.22	2	2	5	5	147	154	154	3	0	0	0	1	dados	01_menor_igual_media	0
428	0.54	3	3	5	5	177	174	169	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
429	0.92	2	4	7	7	156	155	152	3	0	0	1	1	RH/financeiro	01_menor_igual_media	0
430	0.17	2	3	3	3	148	158	167	1	0	0	0	0	RH/financeiro	02_acima_media	0
431	0.71	1	4	6	11	177	178	180	10	0	0	0	0	marketing/produto	02_acima_media	0
432	0.93	0	5	6	10	166	172	169	10	0	0	0	1	marketing/produto	02_acima_media	0
433	0.96	3	3	4	5	161	156	153	2	0	1	0	1	vendas	01_menor_igual_media	0
434	0.03	5	6	9	12	184	182	175	4	0	0	0	0	dados	01_menor_igual_media	0
435		1	2	5	6	143	150	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
436	0.92	3	4	6	9	152	154	154	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
437	0.87	4	4	4	9	168	175	176	4	0	0	0	0	dados	01_menor_igual_media	0
438	1	3	3	4	6	158	159	147	3	0	0	0	1	RH/financeiro	01_menor_igual_media	1
439	0.35	4	5	7	10	151	152	156	4	0	0	0	1	vendas	01_menor_igual_media	0
440	0.15	0	4	7	7	154	162	169	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
441	0.71	0	3	5	10	161	156	145	1	0	0	0	1	dados	01_menor_igual_media	0
442	0.22	3	4	6	8	201	191	188	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
443	0.93	3	3	5	5	163	161	159	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
444	0.14	2	4	4	5	193	190	200	5	0	0	1	1	dados	01_menor_igual_media	0
445		1	2	3	5	150	156	162	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
446	0.91	0	3	4	7	173	178	174	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
447		0	3	6	8	191	191	198	8	0	0	0	1	marketing/produto	02_acima_media	0
448	0.12	4	4	6	7	152	158	164	3	0	0	0	0	vendas	01_menor_igual_media	1
449		2	3	5	10	153	156	167	4	0	0	0	0	dados	01_menor_igual_media	0
450	0.77	2	3	6	7	152	154	156	3	0	0	0	0	dados	01_menor_igual_media	0
451	0.29	3	4	6	8	182	180	181	3	0	0	0	0	vendas	01_menor_igual_media	1
452	0.66	1	3	5	7	166	160	162	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
453	0.29	2	2	2	2	155	154	157	3	0	0	0	1	dados	01_menor_igual_media	0
454	0.46	1	5	6	10	174	182	181	2	0	0	0	0	dados	01_menor_igual_media	0
455	0.45	4	5	7	7	155	157	155	3	0	0	0	0	RH/financeiro	02_acima_media	0
456	0.87	3	4	6	11	189	186	194	5	0	0	0	0	vendas	02_acima_media	0
457	0.1	2	2	3	8	156	156	159	3	0	0	0	0	vendas	01_menor_igual_media	1
458	0.18	5	5	7	8	154	156	163	4	0	0	0	1	vendas	01_menor_igual_media	1
459	0.03	5	6	8	9	206	203	204	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
460	0.6	3	4	6	7	152	158	162	3	0	0	0	1	vendas	01_menor_igual_media	0
461	0.29	3	5	7	10	179	170	178	1	0	0	0	0	marketing/produto	02_acima_media	1
462	0.49	0	3	4	8	154	155	146	2	0	0	1	1	vendas	01_menor_igual_media	1
463	0.01	1	3	5	9	178	180	185	5	0	0	0	1	vendas	01_menor_igual_media	0
464	0.63	2	4	7	9	170	163	171	2	0	0	0	1	RH/financeiro	02_acima_media	0
465	0.66	4	4	7	11	174	173	172	2	0	0	0	1	dados	01_menor_igual_media	0
466	0.97	0	3	5	9	162	156	155	1	0	0	0	1	TI/suporte	01_menor_igual_media	1
467	0.72	1	2	4	7	153	153	148	3	0	0	0	0	dados	01_menor_igual_media	0
468	0.08	6	6	6	9	193	195	204	4	0	0	0	0	RH/financeiro	02_acima_media	0
469	0.75	5	5	5	5	173	176	173	2	0	0	0	1	vendas	01_menor_igual_media	0
470	0.68	1	2	2	2	172	171	159	3	0	0	0	0	marketing/produto	02_acima_media	0
471	0.81	2	4	5	6	165	157	159	3	0	0	0	0	dados	01_menor_igual_media	0
472	0.91	3	4	4	8	186	183	183	7	1	0	0	1	vendas	01_menor_igual_media	0
473	0.39	0	4	4	5	158	156	144	8	1	0	0	1	RH/financeiro	01_menor_igual_media	0
474	0.92	2	3	4	4	173	175	175	3	0	0	0	0	TI/suporte	02_acima_media	0
475	0.75	4	4	4	5	170	164	164	8	0	0	0	0	RH/financeiro	01_menor_igual_media	0
476	0.31	1	3	3	6	177	178	169	1	0	0	1	1	TI/suporte	01_menor_igual_media	1
477	0.62	0	3	4	7	165	160	160	3	0	0	0	1	vendas	01_menor_igual_media	1
478	0.91	2	3	6	6	156	157	160	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
479	0.77	1	3	3	8	174	172	171	3	0	0	0	0	vendas	01_menor_igual_media	0
480		4	4	5	7	152	161	155	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
481	0.25	0	5	5	8	188	192	193	4	0	0	0	0	RH/financeiro	01_menor_igual_media	1
482	0.71	3	5	5	8	158	168	159	10	0	0	0	1	marketing/produto	02_acima_media	0
483	0.79	4	4	5	6	181	179	175	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
484	0.65	3	3	3	5	146	156	155	2	0	0	0	0	TI/suporte	02_acima_media	0
485	0.92	5	5	7	10	174	174	181	4	0	0	1	1	TI/suporte	01_menor_igual_media	0
486	0.99	4	4	4	4	172	174	176	3	0	0	0	1	vendas	01_menor_igual_media	0
487	0.87	3	4	6	8	179	185	173	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
488	0.97	4	4	7	9	156	159	161	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
489	0.78	5	5	6	10	155	157	160	3	0	0	0	1	dados	01_menor_igual_media	0
490	0.06	6	6	9	9	184	194	196	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
491	0.18	1	7	9	13	183	177	186	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
492	0.96	1	4	7	9	157	155	158	3	0	0	0	0	vendas	01_menor_igual_media	0
493	0.69	2	2	4	4	155	155	159	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
494	0.26	2	3	3	4	170	180	179	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
495	1	2	3	6	9	164	163	172	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
496	0.22	2	3	4	8	154	154	156	3	0	0	0	1	dados	01_menor_igual_media	0
497	0.95	1	3	6	9	160	157	154	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
498	0.7	2	2	5	5	157	154	155	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
499	0.97	2	5	5	7	174	175	169	1	0	0	0	1	marketing/produto	01_menor_igual_media	0
500	0.14	2	2	2	4	156	155	164	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
501	0.87	3	3	3	4	162	159	147	3	0	0	0	1	TI/suporte	02_acima_media	0
502	0.32	2	2	3	8	151	153	155	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
503	0.91	1	3	3	7	160	159	154	4	0	0	0	0	vendas	01_menor_igual_media	0
504	0.94	4	4	7	9	155	158	150	4	0	0	1	1	dados	01_menor_igual_media	0
505		1	2	4	8	156	152	157	1	0	0	0	0	vendas	01_menor_igual_media	0
506		3	3	3	5	155	158	163	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
507	0.94	1	4	5	5	182	184	194	3	0	0	0	1	vendas	02_acima_media	0
508	1	4	5	6	8	165	164	168	6	0	0	0	0	vendas	02_acima_media	0
509	0.39	2	5	7	11	186	187	182	5	0	0	0	0	vendas	01_menor_igual_media	0
510	0.84	5	5	8	12	174	174	186	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
511	0.56	2	2	4	8	157	153	147	3	0	0	0	0	RH/financeiro	02_acima_media	0
512	0.45	2	3	6	6	166	171	161	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
513	0.15	4	5	6	9	177	179	174	4	0	0	0	0	vendas	01_menor_igual_media	1
514	1	2	4	4	5	176	171	160	1	0	0	0	1	dados	01_menor_igual_media	0
515	0.71	4	6	6	9	191	181	185	4	0	1	0	1	TI/suporte	01_menor_igual_media	0
516	0.13	1	3	3	6	163	165	161	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
517	0.02	6	7	10	10	200	202	209	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
518	0.17	2	6	8	12	181	174	163	5	0	0	0	1	RH/financeiro	01_menor_igual_media	1
519	0.94	0	4	6	6	179	175	169	3	0	0	0	0	dados	01_menor_igual_media	0
520	0.86	3	3	4	8	153	156	147	3	0	0	0	0	vendas	01_menor_igual_media	0
521	0.5	2	4	5	8	170	160	168	2	0	0	0	0	vendas	01_menor_igual_media	0
522	0.88	3	4	7	12	168	166	154	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
523	0.62	1	3	6	7	157	156	154	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
524	0.97	2	4	4	9	151	158	155	3	0	0	0	0	dados	01_menor_igual_media	0
525	0.89	3	3	3	4	173	170	164	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
526	0.38	5	5	8	8	159	156	154	1	0	0	0	0	dados	01_menor_igual_media	0
527	0.89	4	4	6	11	159	160	149	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
528	0.14	5	6	9	13	194	194	184	7	1	0	0	1	vendas	01_menor_igual_media	0
529		2	2	4	5	147	157	162	4	0	0	0	1	vendas	01_menor_igual_media	1
530	0.91	4	4	7	10	151	154	158	1	0	0	0	1	dados	01_menor_igual_media	0
531	0.97	2	4	6	10	191	189	193	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
532	0.32	3	4	4	5	153	154	158	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
533	0.2	5	6	6	9	190	189	182	6	0	0	0	0	marketing/produto	01_menor_igual_media	0
534		0	3	5	10	165	169	163	4	0	1	0	1	marketing/produto	01_menor_igual_media	0
535	0.53	2	4	4	6	177	180	187	5	0	0	0	1	dados	01_menor_igual_media	0
536	0.14	1	4	5	7	167	167	169	2	0	0	0	1	RH/financeiro	02_acima_media	0
537	0.93	3	3	6	7	183	175	175	2	0	0	0	0	dados	01_menor_igual_media	0
538	0.48	4	4	6	9	173	175	175	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
539	0.73	3	3	6	7	151	158	160	3	0	0	0	1	vendas	02_acima_media	0
540	0.12	3	4	7	9	161	158	163	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
541	0.7	4	6	6	9	168	161	162	3	0	0	0	1	vendas	01_menor_igual_media	0
542	0.24	1	5	5	10	152	154	153	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
543		2	3	5	10	172	172	173	3	0	0	0	0	vendas	01_menor_igual_media	0
544	0.54	1	2	5	8	154	154	163	3	0	0	0	1	dados	02_acima_media	0
545	0.95	1	3	5	10	160	168	159	2	0	0	0	0	RH/financeiro	02_acima_media	0
546	0.13	0	2	2	3	161	152	164	3	0	0	0	0	marketing/produto	02_acima_media	0
547	0.96	0	4	4	7	153	155	167	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
548	0.84	2	4	6	6	150	153	150	4	0	0	0	1	TI/suporte	01_menor_igual_media	1
549	0.99	3	4	4	6	159	169	163	3	0	0	0	0	vendas	01_menor_igual_media	0
550	0.86	0	2	2	4	156	153	165	3	0	0	0	0	dados	02_acima_media	0
551	0.99	0	3	4	5	153	155	156	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
552	0.75	1	3	5	8	158	160	171	3	0	0	0	0	vendas	01_menor_igual_media	0
553	0.56	3	4	6	6	175	173	167	4	0	0	0	0	vendas	01_menor_igual_media	0
554	0.48	2	2	3	5	161	154	155	3	0	0	0	1	vendas	01_menor_igual_media	0
555	0.73	4	4	6	9	175	167	167	2	0	0	0	1	vendas	01_menor_igual_media	0
556	0.51	1	2	3	6	150	154	144	3	0	0	0	1	marketing/produto	01_menor_igual_media	1
557	0.83	3	3	3	5	171	177	186	3	0	0	0	0	vendas	02_acima_media	0
558	0.52	0	3	5	10	167	158	161	2	0	0	0	1	dados	01_menor_igual_media	0
559	0.85	1	5	8	11	156	157	158	3	0	0	0	0	dados	01_menor_igual_media	1
560	0.8	0	3	6	8	156	158	157	1	0	0	0	0	dados	01_menor_igual_media	1
561	0.44	2	3	3	8	151	150	158	3	0	0	0	0	dados	01_menor_igual_media	0
562	0.86	0	3	4	5	173	165	160	1	0	0	0	1	vendas	01_menor_igual_media	1
563	0.82	1	4	4	4	163	162	150	3	0	0	0	0	dados	01_menor_igual_media	0
564	0.66	1	4	7	11	167	159	156	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
565	0.99	4	5	8	13	172	171	166	3	1	0	0	1	dados	01_menor_igual_media	0
566	0.46	3	6	8	11	148	150	153	4	0	0	0	0	TI/suporte	02_acima_media	0
567	0.13	2	5	7	7	175	168	177	6	0	0	0	1	vendas	01_menor_igual_media	0
568	0.84	0	4	5	7	170	160	158	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
569	0.12	3	3	6	10	161	161	170	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
570	0.88	0	2	5	10	154	156	152	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
571	0.43	3	3	4	9	152	151	141	1	0	0	0	0	dados	02_acima_media	0
572	0.81	0	5	7	7	163	156	155	5	0	0	0	0	dados	02_acima_media	0
573	0.67	2	4	4	8	196	186	183	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
574	0.97	1	4	6	8	179	179	180	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
575	0.76	3	4	5	5	173	172	178	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
576	0.61	0	3	6	9	154	156	151	3	0	0	0	1	dados	01_menor_igual_media	0
577	0.83	2	4	7	9	185	181	171	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
578	0.46	1	2	5	5	160	155	158	3	0	0	0	1	vendas	01_menor_igual_media	1
579		0	3	3	4	170	168	167	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
580		1	2	2	6	146	159	166	3	0	0	0	1	vendas	01_menor_igual_media	0
581	0.98	3	3	4	8	163	159	157	3	0	0	1	1	dados	01_menor_igual_media	0
582	0.61	5	5	6	10	174	174	180	3	0	0	0	0	vendas	02_acima_media	0
583		1	3	5	6	153	151	149	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
584	0.96	0	3	6	11	188	189	186	2	0	0	0	0	vendas	01_menor_igual_media	0
585	0.66	1	5	6	11	179	176	186	1	0	0	1	1	vendas	01_menor_igual_media	0
586	0.57	0	4	4	8	155	155	158	3	0	0	0	0	vendas	01_menor_igual_media	0
587	0.49	3	4	5	8	154	153	158	4	0	0	0	0	dados	01_menor_igual_media	0
588	0.99	0	2	3	6	171	178	176	5	0	0	1	1	marketing/produto	01_menor_igual_media	0
589	0.85	2	4	4	6	167	177	185	5	0	0	0	1	vendas	01_menor_igual_media	0
590	0.75	2	4	5	7	173	173	170	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
