ID_respondente	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
294		2	4	4	7	167	161	168	4	0	0	0	0	dados	01_menor_igual_media	1
295		0	2	4	7	155	163	146	3	0	0	1	1	TI/suporte	01_menor_igual_media	0
296	0.55	3	4	4	6	156	154	153	3	0	0	0	0	vendas	01_menor_igual_media	1
297	0.04	5	6	7	11	175	177	174	4	0	0	0	0	marketing/produto	02_acima_media	0
298	0.76	0	4	5	6	161	151	149	6	0	1	0	1	dados	01_menor_igual_media	0
299	0.8	2	3	3	5	191	191	192	3	0	0	0	1	vendas	01_menor_igual_media	0
300	0.13	5	6	7	9	200	192	195	4	0	0	0	1	vendas	01_menor_igual_media	1
301	0.66	4	4	4	5	154	156	155	3	0	0	0	0	vendas	01_menor_igual_media	0
302	0.16	4	7	8	8	172	178	189	4	0	0	0	1	vendas	01_menor_igual_media	0
303		0	3	6	10	153	153	155	3	1	0	0	1	marketing/produto	01_menor_igual_media	1
304	0.82	1	3	3	3	174	181	180	3	0	0	0	1	dados	01_menor_igual_media	1
305	0.38	1	2	5	10	156	154	144	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
306	0.88	0	4	6	9	184	183	176	3	0	0	0	1	dados	01_menor_igual_media	0
307	0.29	3	5	7	10	159	157	151	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
308	0.16	0	6	7	12	163	166	164	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
309	0.85	2	3	5	7	170	161	172	3	1	0	0	1	dados	01_menor_igual_media	0
310	0.76	2	3	3	7	179	182	191	5	0	0	0	0	dados	02_acima_media	0
311	0.82	2	4	7	8	183	181	192	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
312	0.51	1	2	4	9	158	155	144	3	0	0	0	0	vendas	01_menor_igual_media	1
313	0.87	2	3	5	10	150	156	159	3	0	0	0	1	dados	01_menor_igual_media	0
314	0.47	1	2	4	4	159	154	152	3	0	0	0	1	marketing/produto	02_acima_media	0
315	0.53	2	4	6	11	168	158	154	3	0	0	0	0	dados	01_menor_igual_media	0
316	0.44	1	6	8	11	190	188	179	5	0	0	0	0	dados	01_menor_igual_media	0
317	0.62	2	4	5	6	169	170	177	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
318	0.38	3	3	5	6	167	161	159	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
319	0.14	4	5	7	9	159	163	175	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
320	0.93	3	4	5	7	170	172	176	3	0	0	0	0	vendas	02_acima_media	0
321	0.61	0	4	4	8	191	186	191	7	0	0	0	0	marketing/produto	01_menor_igual_media	0
322	0.67	2	2	5	10	157	160	163	3	0	0	0	0	vendas	01_menor_igual_media	1
323	0.16	1	6	7	8	185	186	192	4	0	0	0	1	vendas	01_menor_igual_media	1
324	0.8	1	4	6	7	187	187	187	5	0	0	0	1	vendas	01_menor_igual_media	0
325	0.97	1	3	3	4	187	181	170	1	0	0	0	0	marketing/produto	02_acima_media	1
326	0.87	3	5	6	9	159	159	158	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
327	0.82	0	4	4	8	177	179	177	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
328	0.99	0	2	3	6	144	154	151	3	0	0	0	0	TI/suporte	02_acima_media	0
329	0.66	2	4	5	5	164	173	171	3	0	0	0	0	dados	01_menor_igual_media	0
330	0.6	1	3	3	3	184	184	180	5	0	1	0	1	vendas	01_menor_igual_media	0
331	0.05	0	6	6	8	192	198	199	5	0	0	0	0	vendas	02_acima_media	0
332	0.99	2	4	4	5	165	171	182	2	0	0	0	0	vendas	01_menor_igual_media	0
333	0.76	0	5	6	7	181	182	177	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
334	0.35	1	4	7	10	173	173	174	5	0	1	0	1	vendas	01_menor_igual_media	0
335	0.86	1	2	5	5	173	174	165	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
336	0.15	1	2	3	6	151	156	168	3	0	0	0	1	dados	01_menor_igual_media	0
337	0.11	4	6	6	8	195	193	196	4	0	0	1	1	vendas	01_menor_igual_media	0
338	0.35	0	4	7	9	152	155	165	7	0	0	0	0	marketing/produto	02_acima_media	0
339	0.98	1	4	5	7	145	154	159	3	0	0	0	1	vendas	01_menor_igual_media	1
340	0.96	4	4	4	4	151	155	153	3	0	0	0	1	RH/financeiro	02_acima_media	0
341	0.42	0	2	3	5	157	155	154	3	0	0	0	0	TI/suporte	02_acima_media	0
342	0.99	2	3	6	6	152	154	164	2	0	0	0	0	vendas	01_menor_igual_media	0
343	0.71	0	3	6	10	147	156	153	8	0	0	0	1	dados	02_acima_media	0
344	0.72	1	3	4	4	163	158	158	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
345	0.88	3	4	6	11	159	159	161	3	1	0	0	1	vendas	01_menor_igual_media	0
346	0.97	3	5	5	7	175	168	167	3	0	0	0	1	vendas	02_acima_media	0
347	0.13	1	4	7	8	173	175	175	1	0	0	1	1	vendas	01_menor_igual_media	1
348		2	2	3	5	160	157	157	4	0	0	0	1	dados	01_menor_igual_media	0
349	0.88	1	3	4	5	174	173	164	3	0	0	0	1	vendas	01_menor_igual_media	1
350	0.12	5	6	8	9	191	191	202	4	0	0	0	1	dados	02_acima_media	0
351	0.72	1	3	5	8	185	186	192	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
352	0.8	2	6	7	7	159	159	167	3	0	0	0	0	vendas	01_menor_igual_media	1
353	0	3	7	7	8	182	181	183	4	0	0	0	0	vendas	01_menor_igual_media	1
354	0.93	3	5	8	13	162	160	157	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
355	0.15	7	7	10	12	204	202	204	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
356	0.13	0	3	6	11	149	159	155	3	0	0	0	0	dados	01_menor_igual_media	0
357	0.78	3	5	8	12	160	159	162	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
358	0.58	3	4	7	10	173	172	166	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
359	0.59	3	4	7	12	177	177	165	3	0	0	0	1	dados	01_menor_igual_media	1
360	0.8	0	2	3	5	152	154	160	3	0	0	0	0	dados	01_menor_igual_media	0
361	0.55	2	2	3	6	146	155	158	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
362	0.2	1	6	6	8	213	204	215	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
363	0.81	1	4	4	4	169	168	171	3	1	0	0	1	marketing/produto	01_menor_igual_media	0
364	0.94	3	3	4	5	175	173	167	3	0	0	0	1	vendas	01_menor_igual_media	0
365	0.62	0	4	7	7	171	168	177	4	0	0	0	1	vendas	01_menor_igual_media	0
366	0.19	2	2	2	6	159	155	155	3	0	0	1	1	dados	01_menor_igual_media	0
367		2	3	6	9	165	162	161	3	0	0	0	1	dados	01_menor_igual_media	0
368	0.73	1	4	6	11	143	153	149	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
369	0.89	4	5	8	13	155	156	148	2	0	0	0	0	marketing/produto	02_acima_media	0
370	0	0	2	4	4	187	189	192	10	0	0	0	0	vendas	02_acima_media	0
371	0.05	1	6	6	8	179	178	167	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
372	0.47	0	2	3	4	155	155	143	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
373	0.78	0	4	4	7	156	156	159	3	0	0	0	1	vendas	01_menor_igual_media	1
374	0.05	2	6	9	10	176	183	184	5	0	0	0	0	TI/suporte	01_menor_igual_media	1
375	0.7	1	2	2	3	172	174	175	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
376	0.86	4	5	5	8	155	158	160	4	0	0	0	0	TI/suporte	01_menor_igual_media	1
377	0.97	1	5	7	10	151	158	154	3	0	0	1	1	TI/suporte	02_acima_media	0
378	0.78	0	3	4	6	151	158	150	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
379	0.57	2	3	4	6	176	180	186	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
380	0.76	4	4	6	6	163	157	161	3	0	0	0	0	marketing/produto	02_acima_media	0
381	0.97	3	4	6	6	148	154	154	2	0	0	0	0	dados	01_menor_igual_media	1
382	0.04	4	6	7	12	194	194	190	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
383	0.31	0	3	5	5	166	162	154	3	0	0	0	0	dados	01_menor_igual_media	0
384	0.99	4	4	4	8	154	157	167	1	0	0	0	0	vendas	01_menor_igual_media	0
385		2	5	5	10	146	155	155	5	0	0	0	1	vendas	01_menor_igual_media	1
386	0.04	1	7	7	10	202	200	202	5	0	0	0	0	TI/suporte	01_menor_igual_media	1
387	0.2	2	4	5	6	157	160	163	2	1	0	0	1	TI/suporte	01_menor_igual_media	1
388	0.58	1	2	2	7	153	155	154	3	0	0	0	0	vendas	01_menor_igual_media	0
389	0.61	2	3	6	6	144	153	150	3	0	0	0	0	dados	01_menor_igual_media	0
390	0.98	3	3	5	5	156	159	158	3	0	0	1	1	vendas	01_menor_igual_media	0
391	0.79	2	3	6	10	152	158	167	4	0	0	0	1	vendas	02_acima_media	0
392	0.62	4	4	5	10	153	154	158	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
393	0.72	1	4	4	5	153	158	165	3	0	0	0	0	vendas	02_acima_media	0
394	0.99	2	4	4	6	166	171	177	2	0	0	0	0	dados	01_menor_igual_media	1
395	0.45	5	5	5	7	176	175	187	2	0	0	0	0	vendas	01_menor_igual_media	1
396	0.95	1	4	7	11	151	154	154	8	0	0	0	1	marketing/produto	01_menor_igual_media	0
397	0.62	3	3	5	6	159	160	152	4	0	0	0	0	dados	01_menor_igual_media	0
398	0.94	0	3	6	8	158	161	168	1	0	0	0	0	marketing/produto	01_menor_igual_media	1
399		2	4	6	10	170	163	154	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
400	0.73	1	2	3	4	161	154	163	3	0	0	0	0	dados	01_menor_igual_media	0
401	0.08	2	3	4	8	164	159	169	3	0	0	0	0	marketing/produto	02_acima_media	0
402	0.78	1	4	6	8	181	181	182	2	0	0	0	0	vendas	01_menor_igual_media	1
403	0.97	3	3	6	9	161	159	164	5	0	0	0	1	dados	02_acima_media	0
404	0.85	0	2	4	9	156	156	150	3	0	0	0	1	vendas	02_acima_media	0
405	0.43	2	2	3	3	160	160	163	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
406	0.66	2	2	5	6	155	157	158	3	0	0	0	1	dados	01_menor_igual_media	0
407	0.7	1	3	3	7	149	154	165	5	0	0	0	1	dados	02_acima_media	0
408	0.15	3	3	6	8	175	171	167	5	0	0	0	0	RH/financeiro	01_menor_igual_media	1
409		2	3	3	4	150	159	166	3	0	0	0	0	dados	01_menor_igual_media	0
410	0.07	1	3	6	10	167	158	155	7	1	0	0	1	marketing/produto	02_acima_media	0
411	0.22	1	6	7	7	179	181	170	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
412	0.74	4	4	5	9	155	155	156	3	1	0	0	1	marketing/produto	02_acima_media	0
413	0.98	0	3	4	4	155	155	164	8	0	0	0	0	vendas	01_menor_igual_media	0
414	0.91	4	4	4	5	177	179	179	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
415	0.17	1	2	2	2	152	153	151	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
416		2	2	3	3	148	155	157	3	0	1	0	1	RH/financeiro	01_menor_igual_media	0
417	0.1	0	5	5	10	203	201	198	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
418	0.92	2	2	4	8	162	155	163	1	0	0	0	0	dados	01_menor_igual_media	0
419	0.76	4	4	4	9	171	166	166	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
420	0.94	2	2	4	7	161	164	168	3	0	0	0	0	vendas	01_menor_igual_media	0
421	0.43	6	6	8	10	149	152	151	5	0	0	0	1	vendas	01_menor_igual_media	1
422	0.91	1	3	6	8	156	157	157	3	0	0	0	1	TI/suporte	02_acima_media	0
423	0.6	3	3	6	10	152	156	158	3	0	0	0	0	vendas	01_menor_igual_media	1
424	0.33	4	5	5	10	162	159	159	7	0	0	0	0	vendas	01_menor_igual_media	0
425	0.46	1	2	3	6	160	154	153	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
426	0.15	2	3	3	6	145	151	145	1	0	0	0	1	RH/financeiro	01_menor_igual_media	1
427	0.99	3	4	6	7	158	156	159	1	0	0	0	1	vendas	01_menor_igual_media	0
428	0.26	2	5	8	11	188	178	184	5	0	0	0	1	dados	01_menor_igual_media	0
429	0.97	2	4	7	11	143	153	151	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
430	0.91	1	4	5	8	159	160	155	3	0	0	0	1	vendas	01_menor_igual_media	0
431	0.07	0	2	4	6	143	153	164	4	0	0	0	1	vendas	01_menor_igual_media	1
432	0.97	1	3	5	10	164	167	165	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
433	0.3	2	2	3	6	190	194	201	3	0	0	0	0	vendas	01_menor_igual_media	1
434	0.96	0	3	4	4	186	183	171	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
435	0.57	2	3	3	5	186	186	187	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
436	0.41	1	3	3	6	157	160	169	1	0	1	0	1	TI/suporte	01_menor_igual_media	1
437	0.97	1	4	6	7	163	154	160	3	0	0	0	1	vendas	01_menor_igual_media	0
438	0.75	4	5	8	8	163	159	155	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
439	0.81	4	4	5	9	153	160	171	10	0	0	0	1	marketing/produto	01_menor_igual_media	0
440	0.17	0	5	7	7	151	151	156	6	0	0	0	0	marketing/produto	02_acima_media	1
441	0.97	4	4	6	6	157	155	146	6	0	0	0	0	dados	01_menor_igual_media	0
442	0.58	1	3	5	6	164	164	168	3	0	0	0	0	dados	02_acima_media	0
443	0.92	3	4	4	7	168	162	166	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
444	0.84	3	6	6	10	157	155	156	6	0	0	0	1	dados	01_menor_igual_media	0
445	0.2	5	6	8	9	189	196	206	4	0	0	0	0	TI/suporte	01_menor_igual_media	1
446	0.16	4	4	5	10	154	155	159	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
447	0.71	0	5	6	11	163	160	168	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
448	0.93	1	4	6	8	144	154	155	8	0	0	0	0	dados	01_menor_igual_media	0
449	0.62	2	5	7	10	161	159	160	1	0	0	0	0	vendas	01_menor_igual_media	0
450	0.04	3	5	6	11	145	153	153	5	0	0	0	0	dados	01_menor_igual_media	0
451	0.84	2	2	5	10	185	182	184	4	0	0	0	0	vendas	01_menor_igual_media	1
452	0.35	2	5	6	8	147	150	150	6	0	0	1	1	vendas	01_menor_igual_media	0
453	0.58	2	4	7	8	186	178	186	3	0	0	0	0	dados	01_menor_igual_media	0
454	0.92	1	2	3	6	154	154	157	3	0	0	0	0	TI/suporte	02_acima_media	0
455	0.24	1	2	4	4	144	154	156	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
456	0.31	6	6	7	7	151	160	164	4	1	0	0	1	vendas	01_menor_igual_media	0
457	1	1	3	5	5	151	158	159	3	0	0	0	0	vendas	01_menor_igual_media	0
458	0.45	2	5	8	11	160	154	151	1	0	0	0	1	dados	01_menor_igual_media	0
459	0.92	0	3	3	7	169	162	173	3	0	0	0	0	dados	01_menor_igual_media	0
460	0.89	2	3	3	3	156	153	150	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
461	0.87	0	4	7	11	193	188	180	2	0	0	0	0	TI/suporte	01_menor_igual_media	1
462	0.41	0	5	5	8	164	155	143	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
463	0.77	3	4	4	4	153	150	150	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
464		0	4	6	7	162	157	160	3	0	0	0	0	dados	01_menor_igual_media	0
465	0.78	2	5	8	12	166	163	157	1	0	0	0	1	RH/financeiro	01_menor_igual_media	0
466	0.8	2	4	7	11	149	155	156	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
467	0.74	0	2	2	3	164	155	156	3	0	0	0	0	vendas	01_menor_igual_media	0
468	0.92	4	4	7	12	158	159	147	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
469	0	2	7	8	12	206	203	204	5	0	0	0	1	RH/financeiro	01_menor_igual_media	0
470	0.97	0	4	4	7	152	155	146	3	0	0	0	0	vendas	01_menor_igual_media	0
471	0.81	0	4	4	8	157	158	159	3	0	0	0	1	dados	01_menor_igual_media	0
472	0.66	2	3	6	9	156	156	165	4	0	0	0	1	vendas	02_acima_media	0
473	0.96	0	3	6	6	158	158	159	1	0	0	0	0	dados	02_acima_media	0
474	0.42	1	4	5	5	156	157	158	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
475	0.75	2	4	6	11	181	183	186	2	0	0	1	1	TI/suporte	01_menor_igual_media	1
476	0.49	2	3	4	8	185	188	193	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
477	0.88	2	4	7	8	156	154	142	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
478	0.78	2	5	5	6	161	171	179	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
479	0.98	1	6	8	11	148	150	155	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
480	0.18	2	4	6	8	155	157	168	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
481	0.19	6	6	9	9	174	181	180	4	0	0	0	0	vendas	01_menor_igual_media	0
482	0.93	2	3	5	9	186	187	195	3	0	0	0	0	dados	02_acima_media	0
483	0.97	1	4	6	11	151	157	160	3	0	0	0	0	dados	01_menor_igual_media	0
484	0.49	0	4	4	4	172	171	167	1	0	0	0	0	dados	02_acima_media	0
485	1	0	3	4	5	160	158	149	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
486	0.88	2	3	6	10	161	161	171	2	0	0	0	0	dados	01_menor_igual_media	0
487	0.64	2	2	4	8	153	156	158	6	0	0	0	0	vendas	02_acima_media	0
488	0.2	1	3	3	8	163	163	162	3	0	0	0	0	vendas	02_acima_media	0
489	0.86	1	3	5	5	176	166	168	2	0	0	1	1	TI/suporte	02_acima_media	0
490	0.56	0	3	5	10	151	153	146	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
491	0.93	4	5	8	11	152	153	154	3	0	0	0	0	dados	01_menor_igual_media	0
492		2	4	6	7	180	178	182	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
493	0.98	2	5	8	9	160	154	159	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
494	0.83	0	3	3	7	153	162	174	3	0	1	0	1	dados	01_menor_igual_media	0
495	0.8	0	2	4	4	156	158	165	2	0	0	0	1	vendas	01_menor_igual_media	1
496	0.9	2	2	4	9	150	154	152	3	0	0	0	0	marketing/produto	02_acima_media	0
497	0.25	0	4	6	10	181	176	177	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
498	0.92	2	4	4	8	167	158	149	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
499	0.85	3	3	6	10	156	158	161	3	0	0	0	0	TI/suporte	02_acima_media	0
500	0.98	3	3	4	4	165	155	147	3	0	0	0	0	dados	01_menor_igual_media	0
501	0.83	3	4	7	11	164	160	162	3	0	0	0	1	vendas	02_acima_media	0
502		3	4	6	8	159	160	163	3	0	0	0	0	vendas	01_menor_igual_media	0
503	0.38	1	4	5	5	157	156	159	1	0	0	0	1	dados	01_menor_igual_media	0
504	0.47	1	2	5	10	150	154	153	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
505	0.87	3	4	4	6	166	169	171	5	0	0	0	0	dados	01_menor_igual_media	0
506	0.07	1	6	9	12	186	184	187	3	0	0	0	1	dados	01_menor_igual_media	0
507	0.8	1	4	4	5	166	159	152	3	1	0	0	1	vendas	01_menor_igual_media	0
508	0.63	0	4	4	6	150	154	164	5	1	0	0	1	vendas	01_menor_igual_media	0
509		1	2	2	5	146	156	155	4	0	0	0	0	vendas	01_menor_igual_media	1
510	0.8	0	3	3	3	184	177	179	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
511	0.51	1	5	5	6	169	171	169	2	0	0	0	0	dados	01_menor_igual_media	0
512	0.03	1	3	3	5	168	167	167	4	0	0	0	0	marketing/produto	01_menor_igual_media	1
513	0.62	2	4	5	8	157	166	176	2	0	0	0	0	marketing/produto	01_menor_igual_media	1
514	0.99	5	5	7	7	195	188	185	3	0	0	0	0	vendas	02_acima_media	0
515	0.9	4	4	5	8	147	155	158	4	0	0	0	1	dados	01_menor_igual_media	0
516	0.84	0	5	6	10	166	164	172	3	0	0	0	0	vendas	01_menor_igual_media	1
517	0.64	0	3	5	6	163	165	162	8	0	0	0	0	marketing/produto	02_acima_media	0
518	0.6	1	2	3	5	154	153	151	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
519	0.12	0	2	2	6	156	153	151	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
520	0.07	5	5	8	9	158	157	155	5	0	0	0	0	dados	01_menor_igual_media	0
521	0.13	0	6	7	11	194	192	189	4	0	0	0	1	dados	01_menor_igual_media	0
522	0.03	1	2	4	9	159	158	155	6	0	0	0	0	dados	01_menor_igual_media	0
523	0.84	2	3	4	4	180	181	180	1	0	0	0	1	dados	01_menor_igual_media	0
524	0.9	3	4	7	10	169	176	176	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
525	0.65	0	5	8	11	165	157	156	2	0	0	1	1	marketing/produto	01_menor_igual_media	0
526	0.32	1	2	5	8	153	154	166	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
527	0.36	4	5	7	12	159	156	160	6	0	0	0	1	TI/suporte	01_menor_igual_media	1
528	0.13	3	6	9	11	194	194	193	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
529	0.55	2	4	4	7	183	181	179	10	1	0	0	1	marketing/produto	02_acima_media	0
530	0.41	1	2	3	3	144	153	165	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
531	0.3	0	5	8	11	170	177	182	2	0	0	0	1	RH/financeiro	01_menor_igual_media	0
532	0.88	4	5	7	9	167	157	155	3	0	0	0	0	dados	01_menor_igual_media	0
533	0.88	4	4	4	8	166	162	160	3	0	0	1	1	vendas	01_menor_igual_media	0
534	0.66	1	3	4	6	143	153	153	2	0	0	0	0	vendas	01_menor_igual_media	1
535		2	5	5	10	163	162	158	4	0	0	0	1	dados	02_acima_media	0
536	0.83	3	3	6	7	170	163	165	4	0	0	0	0	vendas	01_menor_igual_media	0
537	0.85	4	5	7	12	153	160	160	2	0	0	0	0	dados	01_menor_igual_media	0
538	0.89	0	3	5	5	173	170	173	3	0	0	0	0	vendas	02_acima_media	0
539	0.93	2	5	7	7	185	185	178	5	0	0	0	0	vendas	01_menor_igual_media	0
540	0.86	1	3	6	9	178	179	190	2	0	0	0	0	vendas	01_menor_igual_media	1
541	0.7	3	3	6	11	173	167	170	2	0	0	0	0	vendas	01_menor_igual_media	0
542	0.99	1	3	3	4	178	170	176	2	0	0	0	1	dados	01_menor_igual_media	0
543	0.74	3	3	4	5	182	182	185	3	0	0	0	0	dados	01_menor_igual_media	0
544	0.24	1	6	6	11	168	170	174	4	0	0	0	0	TI/suporte	02_acima_media	0
545	0.42	3	3	3	5	159	158	162	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
546	0.86	2	5	7	11	171	177	173	3	0	0	0	0	dados	01_menor_igual_media	0
547		0	2	4	4	196	186	190	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
548	0.51	1	2	2	6	153	154	156	3	0	0	0	0	vendas	01_menor_igual_media	0
549	0.3	2	4	5	8	171	165	161	5	0	0	0	0	vendas	01_menor_igual_media	1
550	0.95	2	3	4	4	165	156	152	3	0	0	0	0	dados	02_acima_media	0
551	0.74	2	3	6	10	151	154	156	6	0	0	0	0	dados	01_menor_igual_media	0
552	0.96	2	3	6	9	156	160	158	5	0	0	0	1	TI/suporte	02_acima_media	0
553	0.42	3	4	5	5	178	170	163	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
554	0.55	0	3	5	5	183	189	189	3	0	1	0	1	marketing/produto	01_menor_igual_media	1
555	0.56	2	5	8	8	168	177	176	2	0	0	0	0	dados	01_menor_igual_media	1
556	0.67	3	4	4	7	168	166	162	3	0	0	0	1	vendas	01_menor_igual_media	0
557		3	4	5	10	201	201	204	2	0	0	0	0	TI/suporte	01_menor_igual_media	1
558	0.13	2	2	3	5	164	156	155	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
559	0.46	2	2	5	10	159	153	164	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
560	0.28	1	3	6	10	162	159	160	2	0	0	1	1	marketing/produto	01_menor_igual_media	0
561	0.84	3	4	6	6	144	153	141	3	0	0	0	0	vendas	01_menor_igual_media	1
562		1	2	4	9	164	156	146	4	0	0	0	1	vendas	01_menor_igual_media	0
563	0.38	1	3	5	10	148	151	150	3	0	1	0	1	marketing/produto	01_menor_igual_media	0
564	0.74	6	6	9	11	157	155	156	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
565	0.62	2	5	6	10	154	157	166	3	0	0	0	0	dados	01_menor_igual_media	0
566	0.12	2	2	2	4	155	154	166	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
567	0.84	1	4	5	9	153	158	151	2	0	0	0	0	vendas	01_menor_igual_media	0
568	0.02	3	4	5	9	164	171	160	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
569	0.99	3	3	4	6	181	184	191	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
570	0.62	4	4	7	10	180	176	174	2	0	0	0	0	dados	01_menor_igual_media	0
571	0.58	0	4	7	11	153	153	154	2	0	0	0	0	vendas	02_acima_media	0
572	0.61	4	4	7	12	169	175	167	2	1	0	0	1	RH/financeiro	02_acima_media	0
573	0.36	2	5	7	11	145	155	162	4	0	0	0	1	vendas	02_acima_media	0
574	0.98	2	4	5	7	159	159	156	4	0	0	0	1	TI/suporte	02_acima_media	0
575	0.38	1	2	2	7	156	158	157	2	0	0	0	0	vendas	02_acima_media	0
576	0.43	2	5	7	8	159	159	158	3	0	0	0	0	TI/suporte	02_acima_media	0
577	0.13	1	2	4	9	156	153	147	3	0	0	0	1	dados	01_menor_igual_media	0
578	0.93	2	4	7	12	156	157	157	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
579	0.5	1	3	6	6	158	159	157	2	0	0	0	1	dados	01_menor_igual_media	0
580	0.03	2	2	5	6	161	153	154	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
581	0.78	2	4	4	6	182	186	189	1	0	0	0	0	vendas	01_menor_igual_media	0
582	0.98	1	4	5	7	172	175	182	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
583	0.91	3	4	7	11	147	157	168	2	0	0	0	1	marketing/produto	01_menor_igual_media	0
584	0.79	3	4	4	8	155	159	170	3	0	0	0	0	vendas	01_menor_igual_media	0
585	0.97	0	4	4	6	153	159	164	1	0	0	0	1	TI/suporte	02_acima_media	0
586	0.41	3	6	8	10	172	178	184	6	0	0	0	0	marketing/produto	01_menor_igual_media	0
587	0.84	3	3	6	9	154	152	162	3	0	0	0	0	dados	01_menor_igual_media	0
588	0.83	3	3	3	3	154	157	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
589	0.76	1	4	5	5	169	165	161	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
590	0.63	0	4	5	7	156	157	155	3	0	1	0	1	vendas	01_menor_igual_media	0
