ID	SAFRA	IDADE	RENDA_MEDIA_MENSAL	TOTAL_INVESTIMENTOS	QTDE_CONSULTAS_CREDITO_12M	QTDE_CARTOES	QTDE_EMPRESTIMOS_12M	QTDE_CHEQUE_ESPECIAL_12M	QTDE_PGTOS_EM_ATRASO_12M	TOTAL_DIAS_ATRASO_12M	FLAG_PGTO_PARCIAL_12M	VALOR_PGTOS_12M	PERC_MEDIO_LIMITE_TOMADO_12M	RESPOSTA_MAU_BOM
0x10ce6	Safra 1	20	12500	0	0	3	2	2	4	58	Sim	13951	0.37	1
0x10cf2	Safra 1	20	2200	100	0	1	0	0	0	0	Nao	15463	0.33	1
0x10cfe	Safra 2	20	9400	31300	0	3	0	3	2	14	Sim	13014	0.18	1
0x10d0a	Safra 1	20	16600	6100	2	6	1	2	5	44	Sim	37695	0.07	1
0x10d16	Safra 2	20	7500	200	0	3	1	0	4	21	Nao	7536	0.16	1
0x10d22	Safra 1	20	9300	900	0	2	0	1	1	5	Sim	10362	0.81	1
0x10d2e	Safra 1	20	6500	200	1	3	0	2	3	13	Sim	21277	0.01	1
0x10d3a	Safra 3	20	3100	29000	0	1	0	1	1	1	Sim	28691	0.72	1
0x10d46	Safra 1	20	23400	50700	3	4	0	1	3	3	Sim	11559	0.31	1
0x10d52	Safra 1	20	3200	0	0	3	0	1	3	14	Sim	26337	0.75	1
0x10d5e	Safra 3	20	4100	900	0	2	0	1	2	6	Sim	23508	0.36	1
0x10d6a	Safra 2	20	2400	8600	0	2	0	2	2	2	Nao	10270	0.33	0
0x10d6b	Safra 1	20	4900	0	1	1	0	2	1	1	Sim	37386	0	1
0x10d6c	Safra 3	20	8900	3800	0	1	0	1	0	0	Nao	15764	0.36	0
0x10d76	Safra 3	20	14500	19300	0	5	3	1	4	23	Sim	5240	0.46	1
0x10d82	Safra 3	20	6500	26100	0	3	1	1	4	25	Sim	19948	0.18	0
0x10d8e	Safra 1	20	16900	0	0	4	1	1	1	29	Sim	40494	0.05	1
0x10d9a	Safra 3	20	12300	41800	2	1	0	2	0	0	Nao	13369	0.62	0
0x10da6	Safra 1	20	6700	18200	1	1	0	1	0	0	Nao	7768	0.27	1
0x10db2	Safra 1	20	10800	25000	0	2	0	1	5	7	Nao	4300	0.61	1
0x10dbe	Safra 1	20	12000	1200	1	3	0	2	3	16	Sim	21511	0.27	1
0x10dca	Safra 3	20	3400	0	0	2	0	2	1	1	Sim	19319	0.11	1
0x10dce	Safra 1	20	1400	100	1	2	0	2	2	2	Sim	12955	0.32	1
0x10dcf	Safra 1	20	4700	1200	1	3	1	1	3	21	Nao	10612	0.68	1
0x10dd6	Safra 1	20	6100	9300	3	1	0	1	0	0	Nao	4413	0.45	1
0x10de2	Safra 1	20	24100	25200	0	6	0	1	3	16	Sim	42287	0.01	1
0x10dee	Safra 2	20	5000	100	2	3	1	2	7	20	Sim	14967	0.41	1
0x10dfa	Safra 3	20	1500	4100	0	2	0	1	1	1	Nao	17645	0.89	1
0x10e06	Safra 2	20	5400	0	1	3	0	2	2	17	Sim	19237	0.04	1
0x10e12	Safra 1	20	5300	5400	0	3	1	1	2	20	Sim	21290	0.19	1
0x10e1e	Safra 2	20	8800	127700	2	3	0	2	3	17	Sim	18784	0.76	1
0x10e2a	Safra 1	20	10600	12500	4	4	3	3	3	28	Sim	24222	0.04	1
0x10e36	Safra 3	20	3700	100	1	3	1	4	8	11	Sim	25259	0.03	1
0x10e42	Safra 3	20	6000	2200	0	4	0	1	1	2	Sim	21639	0.06	1
0x10e4e	Safra 2	20	3200	400	0	3	0	1	2	4	Nao	10834	0.99	1
0x10e52	Safra 3	20	14300	51800	4	1	0	3	0	0	Nao	18331	0.07	1
0x10e53	Safra 3	20	8600	0	1	5	2	2	2	31	Sim	51816	0.89	1
0x10e5a	Safra 1	20	8100	100	0	4	1	1	5	24	Nao	4684	0.04	1
0x10e66	Safra 3	20	13400	2700	0	1	0	1	1	1	Nao	6957	0.89	1
0x10e72	Safra 2	20	3700	200	0	5	1	2	3	10	Sim	8790	0.51	1
0x10e7e	Safra 2	20	9000	44300	5	4	0	1	3	10	Nao	15670	0.01	1
0x10e8a	Safra 2	20	5700	2800	0	2	0	1	2	3	Nao	7220	0.08	1
0x10e91	Safra 1	20	4400	106700	2	2	0	2	3	7	Sim	10688	0.24	1
0x10e96	Safra 3	20	12100	2000	0	2	0	1	1	5	Sim	5633	0.56	0
0x10ea2	Safra 2	20	5200	0	1	4	1	2	1	31	Sim	22561	0.44	1
0x10eae	Safra 3	20	8600	0	0	3	0	1	6	12	Sim	25187	0.24	1
0x10eba	Safra 1	20	4100	22800	0	2	0	1	1	1	Sim	18407	0.16	1
0x10ec6	Safra 2	20	9100	500	0	5	1	1	3	74	Sim	10093	0.34	1
0x10ed2	Safra 2	20	11100	3900	1	5	1	2	3	95	Sim	43912	0.29	1
0x10ede	Safra 3	20	9800	5000	1	2	0	2	1	8	Sim	15757	0.12	1
0x10eea	Safra 2	20	11800	0	0	1	0	1	1	1	Sim	15909	0.33	1
0x10ef6	Safra 2	20	9000	0	0	3	0	1	5	12	Sim	10609	0.35	1
0x10f02	Safra 1	20	12700	5500	0	4	1	1	2	26	Sim	34322	0.01	1
0x10f0e	Safra 1	20	5100	2900	2	4	1	2	4	25	Sim	30661	0.73	1
0x10f1a	Safra 2	20	5200	100	0	2	0	1	2	2	Nao	7500	0.06	1
0x10f26	Safra 2	20	2900	0	2	2	0	1	2	7	Nao	7011	0	1
0x10f32	Safra 2	20	2700	0	0	3	0	1	2	17	Nao	14729	0.88	1
0x10f3e	Safra 1	20	11400	1800	0	6	1	2	10	39	Sim	35826	0.22	0
0x10f4a	Safra 2	20	10300	97500	10	2	0	1	2	5	Sim	24986	0.2	1
0x10f56	Safra 2	20	8300	0	0	1	0	1	0	0	Nao	14839	0.47	1
0x10f62	Safra 1	20	2200	1700	0	2	0	0	1	1	Nao	9894	0.87	1
0x10f6e	Safra 3	20	11100	400	1	3	1	3	2	30	Sim	7905	0.34	0
0x10f7a	Safra 3	20	7200	13100	2	2	0	1	2	3	Nao	1043	0.01	0
0x10f86	Safra 2	20	4400	4500	2	3	1	2	1	3	Sim	26556	0.01	1
0x10f92	Safra 3	20	14600	600	0	2	0	1	2	6	Sim	21751	0.25	1
0x10f9e	Safra 2	20	1500	99000	0	1	0	1	1	1	Nao	9113	0.04	1
0x10faa	Safra 3	20	8900	2700	0	1	0	2	1	1	Sim	2216	0.66	0
0x10fb6	Safra 2	20	10500	50700	0	2	0	3	2	5	Nao	8085	0.39	1
0x10fc2	Safra 1	20	3800	28400	3	4	0	2	1	6	Sim	18659	0.63	1
0x10fc7	Safra 2	20	8600	0	1	2	0	2	2	3	Sim	2317	0.38	1
0x10fc8	Safra 1	20	3600	0	0	4	0	1	1	1	Nao	5519	0.17	1
0x10fce	Safra 2	20	6000	100	0	3	0	3	2	11	Sim	24265	0.38	1
0x10fda	Safra 2	20	10100	300	0	2	0	1	1	4	Sim	14951	0.51	1
0x10fe6	Safra 2	20	4600	0	1	3	0	1	3	13	Sim	17936	0.03	1
0x10fea	Safra 1	20	6100	7300	2	4	0	2	2	4	Sim	16942	0.09	1
0x10feb	Safra 2	20	14500	21500	1	2	0	2	2	8	Sim	31323	0.25	0
0x10ff2	Safra 2	20	7800	0	0	4	0	2	2	2	Sim	13683	0.04	0
0x10ffe	Safra 1	20	6000	500	0	4	0	1	1	7	Sim	13053	0.02	1
0x1100a	Safra 3	20	16400	36500	5	6	3	3	3	40	Sim	24193	0.45	1
0x11016	Safra 3	20	29400	7200	1	2	0	1	4	4	Nao	12094	0.62	1
0x11022	Safra 3	20	8400	12000	1	4	0	2	2	15	Sim	13305	0.03	1
0x1102e	Safra 2	20	7200	0	0	1	0	1	1	1	Sim	27423	0.53	1
0x11030	Safra 1	20	10200	400	0	2	0	1	1	1	Nao	8779	0.43	1
0x11031	Safra 1	20	12100	600	0	4	0	1	2	7	Sim	868	0.59	1
0x1103a	Safra 2	20	2400	500	0	4	0	2	1	1	Nao	9212	0.28	1
0x1103e	Safra 1	21	8300	500	0	1	0	1	0	0	Nao	7940	0.11	0
0x1103f	Safra 2	21	15000	23000	0	1	0	1	1	1	Sim	21437	0.09	1
0x11046	Safra 1	21	13200	78000	6	2	0	1	3	8	Nao	25949	0.22	1
0x11052	Safra 2	21	13500	50400	4	2	0	5	1	5	Sim	18648	0.07	1
0x1105e	Safra 2	21	16200	160700	2	2	0	2	1	8	Sim	2406	0.42	1
0x1106a	Safra 3	21	4100	27900	2	2	0	4	2	9	Sim	21697	0.12	1
0x1106b	Safra 3	21	4300	0	1	2	0	1	1	5	Nao	7200	0.22	1
0x1106c	Safra 1	21	13700	900	0	1	0	3	0	0	Nao	9282	0.09	1
0x1106d	Safra 2	21	9400	131300	0	3	0	2	2	13	Sim	29457	0.52	1
0x11076	Safra 1	21	27800	4000	0	4	0	3	1	11	Sim	15714	0.39	1
0x11082	Safra 2	21	4800	0	0	3	0	1	1	1	Sim	7458	0.91	1
0x11083	Safra 1	21	7900	36600	0	3	1	2	2	2	Sim	29239	0.12	1
0x1108e	Safra 2	21	1800	6600	0	3	0	1	1	13	Nao	15307	0.01	1
0x1109a	Safra 2	21	5700	0	1	2	0	1	2	4	Nao	6204	0.6	1
0x110a6	Safra 3	21	6200	100	2	5	1	2	3	52	Sim	45218	0.07	0
0x110b2	Safra 1	21	9200	8800	0	3	1	1	9	22	Sim	10623	0.57	0
0x110be	Safra 3	21	1700	1400	1	2	0	1	2	2	Nao	8158	0.03	1
0x110ca	Safra 1	21	7000	4500	2	3	0	2	2	11	Sim	6349	0.05	1
0x110d6	Safra 2	21	18300	40000	0	1	0	1	1	1	Sim	17126	0.06	0
0x110e2	Safra 2	21	1900	99500	0	2	0	1	1	6	Sim	26276	0.62	1
0x110ee	Safra 1	21	3300	300	1	4	0	0	3	17	Sim	11692	0.87	1
0x110fa	Safra 2	21	4400	100	1	2	0	2	1	1	Sim	8025	0.3	1
0x11101	Safra 3	21	10300	1000	4	7	1	5	2	54	Sim	34064	0.28	1
0x11106	Safra 3	21	4800	10800	2	3	0	1	2	13	Nao	8895	0.17	0
0x11112	Safra 2	21	14900	10200	0	1	0	0	0	0	Nao	15510	0.51	0
0x1111e	Safra 1	21	4400	1100	0	2	0	1	2	3	Nao	5929	0.65	1
0x1112a	Safra 2	21	9300	0	0	4	0	0	3	7	Nao	18387	0.33	1
0x11136	Safra 1	21	4800	108400	0	2	0	1	2	7	Nao	8888	0.66	1
0x11142	Safra 3	21	16000	2400	0	3	1	1	1	2	Sim	34213	0.1	1
0x1114e	Safra 2	21	4100	0	0	1	0	1	0	0	Nao	0	0	1
0x1115a	Safra 3	21	15500	200	0	6	2	1	2	38	Sim	7555	0.74	1
0x11166	Safra 1	21	7100	0	1	3	0	2	1	15	Sim	19784	0.29	1
0x11172	Safra 3	21	7500	1500	1	3	0	2	6	13	Sim	8116	0.62	1
0x1117e	Safra 1	21	3400	0	1	3	0	2	3	15	Sim	6654	0.1	1
0x1118a	Safra 2	21	4600	1000	1	3	1	2	1	11	Sim	15261	0.02	1
0x11196	Safra 2	21	5700	22100	1	3	1	2	2	19	Nao	16989	0.3	1
0x111a2	Safra 2	21	13300	500	0	3	0	1	9	14	Sim	15566	0.73	1
0x111ae	Safra 1	21	4200	0	1	1	0	1	0	0	Nao	6839	0.23	1
0x111b2	Safra 2	21	13900	3100	0	4	0	3	3	13	Sim	31632	0.55	0
0x111b3	Safra 1	21	19000	9000	3	5	1	2	11	84	Sim	26602	0.01	0
0x111ba	Safra 2	21	8400	0	0	3	1	0	2	27	Sim	7939	0.91	0
0x111c6	Safra 1	21	21500	61900	3	4	0	2	3	12	Sim	19953	0.07	1
0x111d2	Safra 1	21	22800	1500	1	1	0	1	0	0	Nao	11402	0.25	1
0x111de	Safra 3	21	15700	48700	6	3	2	3	2	37	Sim	49714	0.56	1
0x111ea	Safra 1	21	11100	5500	0	2	0	1	1	3	Nao	17327	0.94	1
0x111f6	Safra 2	21	25600	21000	2	2	0	1	1	1	Nao	6704	0.52	1
0x11202	Safra 1	21	1900	0	1	2	0	1	3	3	Nao	8197	0.25	1
0x1120e	Safra 1	21	13600	6300	4	5	2	3	10	54	Sim	35487	0.46	0
0x1121a	Safra 3	21	7000	0	1	2	0	2	2	2	Sim	26511	0.22	1
0x11226	Safra 3	21	9200	1500	0	2	0	1	3	4	Nao	4733	0.23	1
0x11232	Safra 2	21	14700	86300	6	2	0	3	7	8	Sim	9542	0.4	0
0x1123e	Safra 1	21	6700	11000	3	4	1	2	1	18	Sim	9194	0.44	1
0x1124a	Safra 2	21	11300	1600	0	4	0	1	1	4	Sim	26161	0.27	1
0x11256	Safra 2	21	14900	88100	0	2	0	1	4	4	Nao	10404	0.28	1
0x11262	Safra 2	21	16600	92600	9	3	0	3	4	16	Sim	21613	0.05	1
0x1126e	Safra 2	21	1800	81200	2	2	0	1	2	2	Nao	2259	0.05	1
0x1127a	Safra 2	21	8800	400	0	1	0	1	1	1	Nao	3051	0.49	0
0x11286	Safra 1	21	31300	97700	5	2	0	1	2	2	Nao	7412	0.73	1
0x11287	Safra 2	21	9700	25200	3	3	1	2	6	21	Sim	10372	0.09	1
0x11288	Safra 1	21	9700	4300	0	1	0	1	0	0	Nao	16486	0.96	1
0x11292	Safra 3	21	12400	52700	3	3	0	3	4	12	Nao	2446	0.5	1
0x1129e	Safra 1	21	7200	100	0	3	1	1	2	19	Sim	5813	0.34	0
0x112aa	Safra 2	21	7700	34000	0	2	0	1	2	6	Sim	24602	0.03	0
0x112b6	Safra 1	21	8600	6400	4	6	3	5	5	42	Sim	27113	0.02	1
0x112c2	Safra 3	21	12400	32100	1	5	0	2	2	12	Sim	25529	0.54	1
0x112ce	Safra 1	21	7100	2400	0	1	0	1	0	0	Nao	16036	0.83	1
0x112da	Safra 2	21	2400	79500	0	3	2	1	3	6	Nao	12401	0.85	1
0x112e6	Safra 2	21	6400	17200	1	1	0	1	0	0	Nao	0	0	1
0x112f2	Safra 3	21	15700	0	1	3	2	2	2	43	Sim	37538	0.09	0
0x112fe	Safra 3	21	6000	9700	0	1	0	1	0	0	Nao	0	0	1
0x1130a	Safra 1	21	10200	31300	0	2	0	0	1	1	Sim	11858	0.09	1
0x11316	Safra 2	21	6200	0	1	2	0	2	2	2	Sim	15645	0.05	1
0x11322	Safra 1	21	1500	30100	2	3	1	2	5	24	Nao	10498	0.08	1
0x1132e	Safra 3	21	21300	2100	2	8	1	2	1	46	Sim	9750	0.04	1
0x1133a	Safra 2	21	8700	68100	0	1	0	1	0	0	Nao	18272	0.68	1
0x11346	Safra 3	21	3100	56600	0	2	0	1	3	3	Nao	7575	0.3	1
0x11352	Safra 2	21	3000	2400	0	3	2	0	0	0	Nao	16238	0.59	1
0x1135e	Safra 3	21	4900	0	1	4	0	2	1	1	Nao	6385	0.23	1
0x1136a	Safra 3	21	8000	7800	3	3	2	2	6	51	Sim	5501	0.58	1
0x11376	Safra 2	21	2000	0	1	2	0	1	2	3	Sim	4518	0.74	1
0x11382	Safra 3	21	15500	15500	4	3	1	3	2	35	Sim	33371	0.77	0
0x1138e	Safra 2	21	4500	100	1	4	0	2	2	13	Sim	23984	0.03	1
0x1139a	Safra 1	21	9600	100	1	7	1	2	3	6	Sim	35072	0.55	1
0x113a6	Safra 1	21	4700	500	2	3	1	2	3	10	Sim	26173	0.67	1
0x113b2	Safra 2	21	3100	6700	1	1	0	1	0	0	Nao	0	0	1
0x113be	Safra 3	21	9900	100	0	2	0	1	1	2	Sim	33616	0.4	1
0x113ca	Safra 2	21	9000	0	0	4	0	0	0	0	Nao	12123	0.81	1
0x113d6	Safra 2	21	12100	2400	1	5	3	2	3	33	Sim	31084	0.05	0
0x113e2	Safra 1	21	3700	1900	1	2	0	1	3	9	Nao	10115	0.48	0
0x113ee	Safra 1	21	3600	104000	1	1	0	1	0	0	Nao	18332	0.01	1
0x113fa	Safra 2	21	9200	200	0	1	0	1	0	0	Nao	6003	0.89	1
0x11406	Safra 3	21	22600	0	0	2	0	1	2	5	Nao	7488	0.25	1
0x11412	Safra 1	21	6600	0	0	7	3	1	7	23	Sim	18183	0.31	1
0x1141e	Safra 3	21	6400	1800	1	1	0	2	0	0	Sim	20552	0.65	1
0x1142a	Safra 3	21	3900	0	0	1	0	1	1	1	Nao	10633	0.67	1
0x11436	Safra 3	21	10200	500	1	6	1	2	6	20	Sim	34286	0.47	1
0x11442	Safra 3	21	5100	7200	0	3	0	1	7	15	Nao	4642	0.35	1
0x1144e	Safra 2	21	6800	55200	0	3	0	2	3	16	Sim	17159	0	1
0x1145a	Safra 1	21	2900	300	0	7	0	1	2	2	Sim	23630	0.26	1
0x11466	Safra 1	21	8000	20100	0	2	0	1	2	2	Nao	9829	0.42	1
0x11472	Safra 2	21	4200	500	0	3	2	0	2	6	Nao	2434	0.78	0
0x11473	Safra 2	21	11100	81300	0	2	0	1	2	4	Nao	6418	0.09	1
0x11474	Safra 2	21	12300	7300	0	2	0	0	1	2	Nao	12268	0.14	1
0x1147e	Safra 1	21	6400	700	2	5	1	2	2	38	Sim	49143	0.12	1
0x1148a	Safra 2	21	9900	12300	0	3	0	1	3	14	Sim	24617	0.63	1
0x11496	Safra 2	21	19100	14400	0	3	0	1	3	13	Nao	10923	0.64	1
0x114a2	Safra 1	21	5600	31700	3	2	0	1	2	2	Sim	16899	0.74	0
0x114a4	Safra 3	21	9700	0	0	2	0	1	1	2	Nao	12382	0.87	1
0x114a5	Safra 1	21	2100	0	0	2	0	1	3	3	Nao	6044	0.08	1
0x114ae	Safra 2	21	12300	19800	0	9	0	1	2	2	Nao	10144	0.41	1
0x114ba	Safra 2	21	10100	800	0	4	0	0	1	7	Nao	5314	0.5	1
0x114c6	Safra 1	21	3800	0	0	2	0	1	2	2	Sim	19346	0.33	1
0x114d2	Safra 1	21	14600	70200	3	1	0	2	0	0	Sim	12518	0.35	1
0x114de	Safra 1	21	14300	300	0	1	0	0	1	1	Nao	10728	0.12	1
0x114ea	Safra 3	21	2700	0	0	3	1	1	2	19	Nao	14298	0.27	1
0x114f6	Safra 3	21	4400	0	1	3	1	2	3	20	Sim	23499	0	0
0x11502	Safra 3	21	4700	8000	0	2	0	1	3	9	Sim	11841	0.79	1
0x1150e	Safra 2	21	5400	2600	1	2	0	1	1	7	Sim	18202	0.88	1
0x1151a	Safra 3	21	6200	115200	0	1	0	1	0	0	Nao	703	0.85	1
0x11526	Safra 1	21	9700	72500	0	2	0	1	1	1	Sim	16553	0.76	1
0x11532	Safra 3	21	23800	0	0	3	0	0	2	17	Sim	31517	0.09	1
0x1153e	Safra 1	21	2300	6100	0	2	0	0	1	1	Nao	2239	0.67	1
0x1154a	Safra 3	21	14300	75500	5	4	0	3	4	12	Sim	30507	0.67	1
0x11556	Safra 2	21	7000	119000	0	4	0	2	0	0	Sim	13868	0.17	0
0x11562	Safra 2	21	7100	4500	1	4	0	1	1	8	Sim	22149	0.37	1
0x1156e	Safra 2	21	9000	7100	1	2	0	1	2	2	Nao	18407	0.05	1
0x1157a	Safra 1	21	7500	121300	0	7	1	1	3	45	Sim	3255	0.43	0
0x11586	Safra 1	21	9500	14000	0	2	0	1	1	2	Nao	7123	0.15	1
0x11592	Safra 3	21	9700	7700	1	2	0	2	2	3	Sim	20680	0.58	1
0x1159e	Safra 3	21	7700	0	0	2	0	1	1	5	Nao	11724	0.27	1
0x115aa	Safra 1	21	6500	10100	1	2	0	2	4	4	Sim	13059	0.64	1
0x115b6	Safra 2	21	3700	1400	0	1	0	1	0	0	Nao	0	0	1
0x115c2	Safra 1	21	5300	0	0	5	1	2	11	45	Sim	6518	0.11	0
0x115ce	Safra 2	21	10100	500	2	3	1	2	4	57	Sim	34784	0.01	1
0x115da	Safra 1	21	21400	22600	0	2	0	1	2	4	Nao	4098	0.62	1
0x115e6	Safra 1	21	4000	500	0	1	0	1	1	1	Nao	16650	0.13	1
0x115f2	Safra 3	21	8400	125800	3	2	0	4	4	4	Sim	23976	0.16	1
0x115fe	Safra 3	21	11500	700	0	4	0	1	1	7	Sim	24430	0.01	0
0x1160a	Safra 3	21	21600	200	1	8	0	4	3	9	Sim	23919	0.18	0
0x11616	Safra 1	21	6900	2700	0	2	0	1	2	3	Nao	4763	0.55	1
0x11622	Safra 1	21	5700	0	1	3	1	4	2	29	Sim	24462	0	1
0x11623	Safra 1	21	18400	30200	3	5	2	2	0	0	Sim	10050	0.68	1
0x11624	Safra 2	21	9400	17400	0	4	1	1	2	22	Sim	19640	0.78	1
0x1162e	Safra 1	21	2400	8200	2	3	0	2	3	15	Nao	6892	0.65	1
0x1163a	Safra 2	21	2200	35600	0	3	0	0	5	11	Nao	15700	0.04	1
0x11646	Safra 1	21	9500	4000	0	2	0	1	1	6	Nao	11071	0.41	1
0x11652	Safra 2	21	3000	5600	0	1	0	0	0	0	Nao	4614	0.17	1
0x1165e	Safra 1	21	3700	0	1	4	3	2	3	19	Sim	34235	0.45	1
0x1166a	Safra 1	21	11400	9200	0	2	0	1	1	2	Nao	15558	0.51	1
0x11676	Safra 2	21	17200	29400	4	7	2	3	2	45	Sim	5343	0.03	1
0x11682	Safra 1	21	13400	2000	0	4	0	1	2	18	Sim	19552	0.09	1
0x1168e	Safra 2	21	13200	0	2	1	0	1	0	0	Nao	7522	0.36	1
0x1169a	Safra 3	21	13300	10700	0	10	1	1	2	14	Sim	3115	0.59	0
0x116a6	Safra 3	21	4000	0	1	5	1	2	2	34	Sim	30081	0.29	1
0x116b2	Safra 3	21	6100	0	2	6	3	2	3	35	Sim	39202	0.05	0
0x116be	Safra 3	21	4200	800	1	1	0	1	0	0	Sim	14565	0.65	1
0x116c1	Safra 2	21	6500	0	0	2	0	2	2	2	Sim	12383	0.39	0
0x116c2	Safra 3	21	10300	400	0	4	0	3	1	5	Sim	6896	0.26	1
0x116ca	Safra 2	21	5800	300	0	4	0	1	2	16	Sim	14500	0.25	1
0x116d6	Safra 1	21	9700	4400	0	4	0	1	1	7	Sim	4908	0.36	1
0x116e2	Safra 1	21	6400	100	1	3	1	2	6	26	Sim	21128	0.19	1
0x116ee	Safra 3	21	3700	0	1	3	1	2	4	11	Sim	32912	0	1
0x116fa	Safra 1	21	7000	0	0	3	0	2	2	10	Sim	10885	0.01	1
0x11706	Safra 3	21	13400	3900	0	5	1	1	1	39	Sim	43374	0.42	1
0x11712	Safra 1	21	5200	600	0	1	0	1	0	0	Sim	3679	0.27	1
0x1171e	Safra 3	21	5400	300	0	2	0	1	2	7	Sim	2393	0.01	1
0x1172a	Safra 1	21	14600	85300	8	3	0	3	3	16	Sim	12837	0.46	1
0x11736	Safra 2	21	13400	149400	0	2	0	1	1	7	Sim	3566	0.28	1
0x11742	Safra 1	21	10300	1000	0	2	0	1	2	6	Nao	6967	0.45	1
0x1174e	Safra 2	21	6200	66100	2	2	0	1	2	4	Sim	13776	0.16	1
0x1175a	Safra 3	21	7200	0	0	4	0	1	0	0	Sim	29212	0.29	1
0x11766	Safra 2	21	4400	35300	0	4	0	1	3	13	Nao	19430	0.46	0
0x11772	Safra 1	21	8600	200	0	1	0	1	0	0	Sim	4422	0.83	1
0x1177e	Safra 3	21	1700	14600	0	1	0	1	1	1	Nao	14912	0.68	1
0x1178a	Safra 1	21	2600	4900	0	1	0	1	0	0	Nao	6609	0.95	1
0x11796	Safra 3	21	10200	18500	3	3	2	2	5	47	Sim	35242	0.64	1
0x117a2	Safra 1	21	7500	19200	0	3	0	1	6	17	Nao	2500	0	0
0x117a4	Safra 2	21	20600	52600	5	4	0	3	1	8	Sim	16734	0.02	1
0x117a5	Safra 3	21	18700	41900	2	2	0	2	1	1	Sim	24355	0.25	1
0x117ae	Safra 1	21	4600	100	0	2	0	1	2	3	Nao	3957	0.71	1
0x117af	Safra 2	21	10200	0	0	4	0	1	2	7	Sim	7806	0.33	1
0x117ba	Safra 1	21	12200	4300	0	2	0	0	2	3	Sim	16881	0.14	1
0x117c6	Safra 2	21	13000	147600	0	5	1	1	3	11	Sim	23642	0.64	1
0x117d2	Safra 3	21	11300	41200	5	7	1	3	3	39	Sim	6020	0.32	1
0x117de	Safra 3	21	6700	44500	0	1	0	1	0	0	Sim	15518	0.4	1
0x117e0	Safra 3	21	3700	1300	1	4	1	1	2	25	Nao	17865	0.33	0
0x117e1	Safra 2	21	23400	2800	0	4	0	1	2	2	Sim	30053	0.58	1
0x117ea	Safra 3	21	8400	0	0	1	0	1	0	0	Nao	8621	0.05	1
0x117f6	Safra 2	21	16300	2400	0	5	1	1	3	219	Sim	7000	0.56	1
0x11802	Safra 3	21	22000	27700	0	1	0	1	1	1	Sim	26788	0.18	1
0x1180e	Safra 2	21	12200	31100	0	1	0	1	0	0	Sim	5356	0.86	1
0x1181a	Safra 1	21	13400	15200	5	3	0	3	2	12	Sim	14657	0.84	1
0x11826	Safra 2	21	13700	9800	0	1	0	1	0	0	Nao	6558	0.07	1
0x11832	Safra 1	21	7000	33400	0	4	0	1	1	13	Sim	20880	0.01	1
0x11834	Safra 2	21	9200	700	0	4	0	0	1	2	Nao	10099	0.65	1
0x11835	Safra 3	21	7500	0	0	1	0	1	1	1	Sim	9914	0.53	1
0x1183e	Safra 1	21	29900	6800	0	4	0	1	2	2	Sim	16250	0.94	1
0x1184a	Safra 3	21	9500	10800	0	5	1	1	4	78	Sim	2743	0.91	0
0x11856	Safra 3	21	5500	0	0	1	0	3	0	0	Nao	12954	0.04	1
0x11862	Safra 1	21	8300	14900	4	7	1	3	2	38	Sim	29188	0.08	1
0x1186e	Safra 1	21	3600	400	0	2	0	1	3	3	Nao	17100	0.02	0
0x1187a	Safra 1	21	3600	4700	0	1	0	1	0	0	Nao	7902	0	1
0x11886	Safra 3	21	13800	94700	5	2	0	1	2	6	Sim	4012	0.06	0
0x11892	Safra 1	21	14600	3500	1	4	0	4	4	14	Sim	13815	0.19	1
0x1189e	Safra 2	21	3100	3700	0	3	0	1	3	10	Sim	12933	0.66	1
0x118aa	Safra 2	21	4000	0	1	3	2	1	3	97	Sim	4625	0.64	1
0x118b6	Safra 2	21	6600	20500	2	2	0	2	1	5	Sim	5542	0.05	1
0x118c2	Safra 3	21	9000	7000	3	3	0	3	7	9	Sim	36142	0.02	1
0x118ce	Safra 3	21	7100	100	1	7	2	3	3	6	Sim	37856	0.04	1
0x118da	Safra 3	21	15900	4300	1	5	1	2	4	35	Sim	34475	0.22	1
0x118e6	Safra 1	21	7300	800	0	2	0	0	1	1	Nao	13574	0.04	0
0x118f2	Safra 1	21	9600	86200	0	2	0	1	1	4	Nao	6707	0.47	1
0x118fe	Safra 1	21	4600	55200	2	4	0	2	4	17	Sim	20400	0.66	1
0x1190a	Safra 2	21	5100	2300	1	1	0	1	0	0	Nao	10359	0.18	1
0x11911	Safra 1	21	11300	83100	3	1	0	1	1	1	Sim	31583	0.11	1
0x11916	Safra 2	21	4900	4200	2	5	1	2	0	0	Sim	9198	0.28	0
0x11922	Safra 3	21	22800	0	0	2	0	1	1	3	Sim	11525	0.05	0
0x1192e	Safra 3	21	4900	0	1	4	0	2	1	1	Nao	4152	0.42	1
0x1193a	Safra 2	21	3000	9100	0	2	0	0	4	8	Sim	20610	0.3	1
0x11940	Safra 3	21	7200	2300	0	6	1	1	3	30	Sim	6376	0.04	0
0x11941	Safra 2	21	5300	2900	0	1	0	1	1	1	Sim	31390	0.58	1
0x11946	Safra 2	21	18000	4000	1	1	0	2	1	1	Sim	23242	0.42	1
0x11952	Safra 1	21	4900	100	1	5	1	2	2	4	Sim	26294	0.41	0
0x1195e	Safra 2	21	18100	0	6	8	1	3	2	33	Sim	42405	0.04	1
0x1196a	Safra 3	21	9700	47100	0	1	0	1	0	0	Nao	17577	0.12	1
