id_titulo	categoria	qtde_paginas	edicao	tipo_capa	densidade_papel	cor	ano	preco
00353	Literatura	222	Reedicao	Flexivel	Alta	Cores	Até 2017	36.72
00354	Literatura	359	Reedicao	Dura	Alta	Cores	2018-2020	63.77
00355	Gestao	165	Reedicao	Flexivel	Baixa	Preto	Até 2017	15.91
00356	Gestao	261	Original	Flexivel	Alta	Preto	2021-2023	49.79
00357	Gestao	65	Reedicao	Flexivel	Baixa	Preto	2021-2023	15.56
00358	Culinaria	508	Original	Dura	Alta	Cores	Até 2017	77.90
00359	Ciencias	369	Reedicao	Flexivel	Baixa	Preto	2018-2020	42.34
00360	Autoajuda	313	Original	Flexivel	Baixa	Preto	Até 2017	47.71
00361	Culinaria	842	Reedicao	Dura	Baixa	Preto	Até 2017	75.71
00362	Culinaria	372	Original	Flexivel	Baixa	Cores	2018-2020	53.77
00363	Viagem	374	Reedicao	Dura	Alta	Preto	2018-2020	67.47
00364	Autoajuda	339	Original	Flexivel	Baixa	Preto	Até 2017	55.48
00365	Culinaria	555	Reedicao	Flexivel	Baixa	Cores	2021-2023	55.76
00366	Artes	558	Original	Dura	Alta	Preto	2021-2023	77.70
00367	Ciencias	655	Original	Dura	Baixa	Preto	Até 2017	68.12
00368	Literatura	308	Original	Flexivel	Baixa	Preto	2018-2020	57.88
00369	Espiritualidade	505	Reedicao	Flexivel	Baixa	Preto	Até 2017	37.47
00370	Ciencias	308	Reedicao	Flexivel	Baixa	Preto	Até 2017	35.15
00371	Autoajuda	222	Original	Flexivel	Baixa	Preto	2018-2020	24.07
00372	Gestao	552	Reedicao	Flexivel	Baixa	Preto	Até 2017	49.93
00373	Espiritualidade	247	Original	Flexivel	Alta	Preto	2018-2020	9.89
00374	Literatura	504	Original	Dura	Baixa	Preto	2021-2023	88.33
00375	Ciencias	473	Reedicao	Flexivel	Alta	Preto	2018-2020	67.97
00376	Ciencias	530	Original	Dura	Alta	Cores	2018-2020	87.09
00377	Autoajuda	370	Reedicao	Flexivel	Alta	Preto	Até 2017	49.01
00378	Artes	444	Reedicao	Flexivel	Alta	Preto	Até 2017	74.17
00379	Literatura	298	Reedicao	Flexivel	Baixa	Preto	2018-2020	48.70
00380	Ciencias	333	Reedicao	Flexivel	Baixa	Preto	2018-2020	60.01
00381	Viagem	813	Reedicao	Dura	Alta	Cores	Até 2017	112.58
00382	Infantil	466	Original	Flexivel	Baixa	Preto	Até 2017	54.43
00383	Culinaria	152	Reedicao	Dura	Baixa	Preto	2018-2020	29.03
00384	Historia	131	Original	Flexivel	Baixa	Preto	Até 2017	34.29
00385	Historia	419	Reedicao	Dura	Baixa	Preto	Até 2017	65.33
00386	Biografia	318	Original	Flexivel	Baixa	Cores	2018-2020	45.48
00387	Universitario	650	Original	Flexivel	Alta	Preto	Até 2017	104.65
00388	Biografia	245	Reedicao	Flexivel	Alta	Preto	2021-2023	53.18
00389	Gestao	439	Reedicao	Flexivel	Baixa	Preto	2021-2023	37.23
00390	Artes	625	Reedicao	Flexivel	Baixa	Preto	Até 2017	79.35
00391	Autoajuda	377	Original	Dura	Baixa	Cores	Até 2017	53.03
00392	Culinaria	135	Original	Flexivel	Baixa	Preto	2018-2020	23.09
00393	Gestao	302	Reedicao	Flexivel	Baixa	Preto	2021-2023	47.40
00394	Artes	462	Reedicao	Dura	Baixa	Preto	2018-2020	53.75
00395	Artes	565	Original	Flexivel	Baixa	Preto	2021-2023	67.09
00396	Biografia	595	Reedicao	Flexivel	Baixa	Cores	2018-2020	75.58
00397	Ciencias	406	Reedicao	Flexivel	Alta	Cores	2018-2020	69.58
00398	Gestao	242	Reedicao	Flexivel	Baixa	Preto	2018-2020	31.18
00399	Gestao	375	Reedicao	Flexivel	Alta	Preto	Até 2017	53.48
00400	Ciencias	372	Reedicao	Dura	Baixa	Preto	2018-2020	64.41
00401	Historia	165	Original	Flexivel	Baixa	Preto	Até 2017	45.29
00402	Gestao	509	Reedicao	Flexivel	Baixa	Preto	2021-2023	53.01
00403	Biografia	429	Reedicao	Flexivel	Baixa	Preto	Até 2017	63.95
00404	Espiritualidade	139	Original	Flexivel	Baixa	Cores	2021-2023	30.83
00405	Ciencias	325	Reedicao	Flexivel	Baixa	Preto	Até 2017	48.18
00406	Espiritualidade	484	Original	Flexivel	Baixa	Preto	Até 2017	50.21
00407	Autoajuda	332	Original	Dura	Alta	Preto	Até 2017	39.42
00408	Ciencias	367	Reedicao	Flexivel	Baixa	Preto	2018-2020	50.85
00409	Biografia	388	Reedicao	Flexivel	Alta	Cores	2018-2020	73.51
00410	Literatura	479	Original	Flexivel	Baixa	Preto	2018-2020	68.87
00411	Literatura	256	Original	Flexivel	Baixa	Preto	2021-2023	40.68
00412	Historia	299	Reedicao	Flexivel	Baixa	Preto	Até 2017	38.77
00413	Culinaria	885	Reedicao	Dura	Alta	Preto	2018-2020	106.80
00414	Historia	364	Reedicao	Flexivel	Baixa	Preto	Até 2017	28.34
00415	Gestao	184	Reedicao	Flexivel	Baixa	Preto	Até 2017	39.57
00416	Autoajuda	424	Reedicao	Flexivel	Baixa	Preto	Até 2017	49.04
00417	Culinaria	138	Reedicao	Dura	Alta	Cores	2021-2023	36.16
00418	Gestao	322	Reedicao	Dura	Baixa	Preto	2018-2020	46.65
00419	Literatura	311	Reedicao	Flexivel	Baixa	Preto	2018-2020	48.61
00420	Ciencias	422	Reedicao	Dura	Baixa	Preto	2018-2020	55.42
00421	Literatura	340	Reedicao	Flexivel	Baixa	Preto	2021-2023	39.02
00422	Literatura	330	Reedicao	Dura	Alta	Preto	2018-2020	64.73
00423	Infantil	388	Reedicao	Flexivel	Baixa	Preto	2018-2020	54.72
00424	Historia	412	Reedicao	Dura	Alta	Cores	2018-2020	86.93
00425	Universitario	758	Reedicao	Flexivel	Alta	Preto	Até 2017	107.13
00426	Historia	244	Original	Flexivel	Baixa	Preto	2018-2020	27.57
00427	Gestao	412	Original	Flexivel	Baixa	Preto	2018-2020	54.15
00428	Universitario	410	Original	Flexivel	Baixa	Preto	Até 2017	78.12
00429	Infantil	719	Reedicao	Dura	Alta	Preto	2021-2023	95.85
00430	Ciencias	112	Reedicao	Flexivel	Baixa	Preto	2021-2023	29.32
00431	Autoajuda	311	Reedicao	Dura	Baixa	Preto	Até 2017	47.64
00432	Ciencias	455	Original	Flexivel	Baixa	Preto	2021-2023	81.50
00433	Espiritualidade	345	Reedicao	Dura	Alta	Preto	2021-2023	56.62
00434	Historia	213	Original	Dura	Baixa	Preto	2018-2020	25.17
00435	Biografia	585	Original	Flexivel	Baixa	Preto	2021-2023	89.36
00436	Literatura	135	Original	Flexivel	Baixa	Preto	2018-2020	43.75
00437	Literatura	449	Original	Dura	Baixa	Preto	2021-2023	69.40
00438	Autoajuda	357	Original	Flexivel	Baixa	Preto	Até 2017	35.82
00439	Historia	612	Original	Dura	Alta	Preto	Até 2017	77.33
00440	Viagem	417	Original	Dura	Baixa	Preto	2018-2020	61.61
00441	Infantil	496	Original	Flexivel	Alta	Preto	Até 2017	66.37
00442	Culinaria	312	Reedicao	Dura	Alta	Cores	2018-2020	57.04
00443	Autoajuda	219	Reedicao	Flexivel	Alta	Preto	2018-2020	51.67
00444	Autoajuda	199	Reedicao	Flexivel	Baixa	Cores	2021-2023	38.05
00445	Autoajuda	324	Reedicao	Flexivel	Baixa	Preto	2018-2020	33.25
00446	Historia	270	Reedicao	Flexivel	Baixa	Preto	Até 2017	28.96
00447	Ciencias	290	Original	Flexivel	Baixa	Preto	Até 2017	35.26
00448	Culinaria	742	Reedicao	Flexivel	Baixa	Preto	2021-2023	78.71
00449	Espiritualidade	449	Reedicao	Flexivel	Baixa	Preto	Até 2017	55.67
00450	Espiritualidade	371	Reedicao	Flexivel	Baixa	Preto	2018-2020	37.10
00451	Autoajuda	345	Reedicao	Flexivel	Baixa	Preto	Até 2017	46.22
00452	Literatura	409	Reedicao	Flexivel	Baixa	Preto	2018-2020	44.54
00453	Autoajuda	242	Reedicao	Flexivel	Baixa	Preto	2018-2020	25.34
00454	Historia	308	Reedicao	Flexivel	Baixa	Preto	Até 2017	34.71
00455	Literatura	337	Reedicao	Flexivel	Baixa	Preto	2021-2023	48.50
00456	Espiritualidade	185	Reedicao	Flexivel	Baixa	Preto	2018-2020	14.61
00457	Infantil	218	Original	Flexivel	Baixa	Preto	2021-2023	31.49
00458	Gestao	427	Original	Flexivel	Alta	Preto	2018-2020	54.75
00459	Autoajuda	337	Original	Flexivel	Baixa	Preto	2018-2020	43.36
00460	Literatura	330	Reedicao	Flexivel	Alta	Preto	Até 2017	56.75
00461	Autoajuda	120	Reedicao	Dura	Alta	Preto	2021-2023	23.99
00462	Ciencias	935	Reedicao	Flexivel	Baixa	Preto	Até 2017	94.53
00463	Infantil	388	Original	Flexivel	Baixa	Cores	Até 2017	44.86
00464	Artes	421	Reedicao	Dura	Baixa	Preto	2021-2023	55.77
00465	Universitario	742	Reedicao	Flexivel	Baixa	Preto	2018-2020	101.04
00466	Culinaria	361	Original	Dura	Alta	Preto	2018-2020	54.84
00467	Artes	587	Reedicao	Flexivel	Baixa	Preto	Até 2017	42.81
00468	Autoajuda	265	Reedicao	Flexivel	Baixa	Preto	Até 2017	41.31
00469	Ciencias	469	Reedicao	Flexivel	Baixa	Preto	2018-2020	61.33
00470	Autoajuda	218	Original	Dura	Baixa	Preto	2018-2020	36.75
00471	Literatura	388	Reedicao	Flexivel	Baixa	Preto	2018-2020	57.49
00472	Gestao	444	Reedicao	Flexivel	Baixa	Preto	2018-2020	53.74
00473	Artes	595	Original	Flexivel	Baixa	Cores	2018-2020	92.77
00474	Culinaria	449	Original	Flexivel	Baixa	Cores	Até 2017	60.03
00475	Literatura	190	Original	Dura	Alta	Preto	Até 2017	24.60
00476	Autoajuda	475	Reedicao	Flexivel	Baixa	Preto	Até 2017	73.72
00477	Autoajuda	265	Reedicao	Flexivel	Baixa	Preto	2021-2023	50.08
00478	Gestao	225	Reedicao	Flexivel	Baixa	Cores	Até 2017	34.71
00479	Autoajuda	502	Reedicao	Flexivel	Baixa	Preto	2021-2023	43.58
00480	Culinaria	468	Original	Dura	Alta	Cores	2018-2020	76.39
00481	Ciencias	772	Reedicao	Dura	Alta	Preto	Até 2017	92.16
00482	Infantil	462	Original	Dura	Baixa	Preto	2021-2023	63.36
00483	Gestao	210	Original	Flexivel	Baixa	Preto	Até 2017	33.01
00484	Viagem	380	Reedicao	Dura	Alta	Cores	2021-2023	70.67
00485	Autoajuda	590	Original	Flexivel	Baixa	Preto	2018-2020	39.81
00486	Ciencias	162	Original	Flexivel	Baixa	Preto	2018-2020	46.22
00487	Literatura	338	Original	Flexivel	Baixa	Preto	Até 2017	65.28
00488	Universitario	598	Original	Flexivel	Alta	Cores	2018-2020	87.24
00489	Literatura	244	Reedicao	Flexivel	Baixa	Cores	2021-2023	36.01
00490	Historia	264	Reedicao	Flexivel	Baixa	Preto	Até 2017	48.04
00491	Gestao	361	Reedicao	Flexivel	Baixa	Preto	Até 2017	46.35
00492	Espiritualidade	294	Original	Flexivel	Baixa	Preto	Até 2017	29.79
00493	Biografia	513	Original	Dura	Baixa	Preto	Até 2017	71.28
00494	Infantil	415	Reedicao	Flexivel	Baixa	Preto	2018-2020	58.02
00495	Infantil	338	Original	Flexivel	Baixa	Preto	2018-2020	43.46
00496	Gestao	348	Reedicao	Flexivel	Alta	Preto	Até 2017	56.91
00497	Historia	406	Reedicao	Flexivel	Baixa	Preto	2021-2023	51.05
00498	Literatura	235	Reedicao	Flexivel	Baixa	Preto	Até 2017	39.04
00499	Culinaria	565	Original	Flexivel	Alta	Preto	Até 2017	74.21
00500	Historia	223	Reedicao	Flexivel	Baixa	Preto	2021-2023	49.09
00501	Infantil	416	Original	Dura	Baixa	Preto	Até 2017	67.12
00502	Gestao	677	Reedicao	Flexivel	Alta	Preto	Até 2017	91.07
00503	Espiritualidade	279	Reedicao	Flexivel	Alta	Preto	2021-2023	52.92
00504	Autoajuda	446	Reedicao	Flexivel	Baixa	Cores	Até 2017	40.54
00505	Infantil	500	Reedicao	Flexivel	Alta	Cores	2018-2020	75.63
00506	Gestao	521	Original	Dura	Baixa	Cores	Até 2017	59.56
00507	Infantil	632	Original	Flexivel	Baixa	Preto	2018-2020	74.51
00508	Infantil	438	Reedicao	Flexivel	Baixa	Cores	2018-2020	56.47
00509	Gestao	218	Original	Flexivel	Baixa	Preto	2018-2020	36.07
00510	Biografia	395	Original	Flexivel	Baixa	Cores	2021-2023	63.30
00511	Autoajuda	279	Reedicao	Flexivel	Baixa	Preto	Até 2017	40.58
00512	Gestao	220	Original	Flexivel	Baixa	Preto	2018-2020	37.50
00513	Gestao	329	Original	Flexivel	Baixa	Preto	2018-2020	48.47
00514	Universitario	972	Reedicao	Flexivel	Alta	Preto	Até 2017	122.45
00515	Espiritualidade	167	Reedicao	Flexivel	Baixa	Cores	2021-2023	28.19
00516	Artes	446	Reedicao	Dura	Alta	Preto	2021-2023	75.48
00517	Ciencias	331	Reedicao	Flexivel	Baixa	Preto	Até 2017	52.18
00518	Gestao	212	Original	Flexivel	Baixa	Preto	Até 2017	35.40
00519	Infantil	505	Reedicao	Flexivel	Baixa	Preto	2018-2020	54.77
00520	Infantil	268	Reedicao	Dura	Alta	Cores	2018-2020	39.38
00521	Autoajuda	398	Reedicao	Flexivel	Alta	Preto	2018-2020	57.60
00522	Gestao	596	Reedicao	Dura	Alta	Preto	Até 2017	80.33
00523	Historia	298	Reedicao	Flexivel	Baixa	Preto	Até 2017	47.13
00524	Gestao	298	Original	Flexivel	Baixa	Preto	Até 2017	44.74
00525	Ciencias	251	Original	Flexivel	Baixa	Preto	2018-2020	56.16
00526	Espiritualidade	453	Reedicao	Dura	Alta	Preto	2018-2020	70.24
00527	Autoajuda	288	Reedicao	Dura	Baixa	Preto	Até 2017	42.86
00528	Autoajuda	375	Reedicao	Flexivel	Alta	Preto	Até 2017	12.73
00529	Infantil	525	Original	Flexivel	Alta	Preto	2018-2020	58.83
00530	Gestao	202	Reedicao	Flexivel	Baixa	Preto	2021-2023	36.61
00531	Gestao	365	Reedicao	Dura	Baixa	Cores	Até 2017	61.86
00532	Autoajuda	291	Reedicao	Flexivel	Baixa	Cores	Até 2017	28.57
00533	Culinaria	218	Original	Flexivel	Baixa	Preto	2018-2020	49.56
00534	Culinaria	302	Reedicao	Flexivel	Baixa	Preto	2021-2023	49.10
00535	Artes	418	Original	Dura	Baixa	Preto	Até 2017	60.27
00536	Biografia	281	Reedicao	Flexivel	Alta	Preto	2021-2023	55.28
00537	Autoajuda	318	Reedicao	Flexivel	Baixa	Preto	Até 2017	28.88
00538	Infantil	495	Original	Flexivel	Baixa	Preto	2018-2020	74.28
00539	Ciencias	274	Original	Flexivel	Alta	Preto	2021-2023	63.19
00540	Infantil	410	Reedicao	Flexivel	Baixa	Preto	2018-2020	70.20
00541	Literatura	502	Original	Flexivel	Alta	Cores	Até 2017	65.55
00542	Gestao	134	Reedicao	Flexivel	Baixa	Preto	2021-2023	26.83
00543	Culinaria	396	Original	Dura	Alta	Preto	2018-2020	73.58
00544	Literatura	85	Reedicao	Flexivel	Baixa	Preto	2021-2023	31.71
00545	Literatura	372	Reedicao	Dura	Baixa	Preto	Até 2017	49.84
00546	Literatura	312	Reedicao	Flexivel	Alta	Preto	Até 2017	50.72
00547	Ciencias	288	Reedicao	Flexivel	Baixa	Preto	2018-2020	40.34
00548	Literatura	565	Reedicao	Dura	Alta	Preto	2018-2020	80.97
00549	Culinaria	472	Original	Dura	Baixa	Preto	2021-2023	46.20
00550	Autoajuda	245	Original	Flexivel	Baixa	Preto	Até 2017	37.78
00551	Infantil	398	Original	Flexivel	Baixa	Cores	2021-2023	41.77
00552	Espiritualidade	581	Reedicao	Flexivel	Alta	Preto	Até 2017	69.37
00553	Universitario	638	Reedicao	Flexivel	Baixa	Cores	2018-2020	88.55
00554	Ciencias	332	Original	Flexivel	Baixa	Preto	Até 2017	56.67
00555	Historia	562	Reedicao	Flexivel	Baixa	Preto	Até 2017	51.90
00556	Gestao	297	Reedicao	Flexivel	Baixa	Preto	Até 2017	49.24
00557	Infantil	322	Reedicao	Flexivel	Baixa	Preto	Até 2017	32.37
00558	Infantil	400	Original	Flexivel	Alta	Preto	2021-2023	65.41
00559	Artes	283	Reedicao	Dura	Baixa	Preto	2018-2020	53.78
00560	Infantil	542	Reedicao	Dura	Baixa	Preto	2021-2023	65.34
00561	Historia	274	Reedicao	Flexivel	Baixa	Preto	2018-2020	37.34
00562	Autoajuda	272	Reedicao	Flexivel	Baixa	Preto	Até 2017	7.55
00563	Literatura	425	Reedicao	Flexivel	Baixa	Preto	Até 2017	26.34
00564	Gestao	412	Original	Flexivel	Baixa	Preto	2021-2023	78.18
00565	Historia	260	Reedicao	Flexivel	Baixa	Preto	Até 2017	59.73
00566	Infantil	512	Reedicao	Flexivel	Baixa	Cores	2018-2020	73.73
00567	Gestao	277	Reedicao	Flexivel	Baixa	Preto	Até 2017	41.95
00568	Infantil	283	Original	Dura	Alta	Preto	2021-2023	56.52
00569	Gestao	219	Original	Flexivel	Alta	Preto	2018-2020	60.09
00570	Gestao	421	Original	Dura	Baixa	Cores	Até 2017	52.24
00571	Gestao	501	Reedicao	Flexivel	Baixa	Preto	2021-2023	59.26
00572	Historia	249	Reedicao	Flexivel	Baixa	Preto	2018-2020	54.30
00573	Ciencias	275	Original	Flexivel	Baixa	Preto	2018-2020	36.56
00574	Infantil	330	Reedicao	Flexivel	Baixa	Preto	Até 2017	51.12
00575	Espiritualidade	232	Reedicao	Flexivel	Alta	Cores	Até 2017	28.87
00576	Ciencias	317	Reedicao	Flexivel	Baixa	Preto	2018-2020	58.53
00577	Literatura	126	Reedicao	Flexivel	Alta	Preto	2021-2023	38.86
00578	Literatura	503	Reedicao	Flexivel	Baixa	Preto	Até 2017	55.39
00579	Culinaria	415	Reedicao	Flexivel	Baixa	Preto	2021-2023	41.30
00580	Universitario	458	Reedicao	Dura	Baixa	Cores	2021-2023	100.14
00581	Autoajuda	494	Reedicao	Flexivel	Baixa	Preto	Até 2017	56.61
00582	Infantil	664	Reedicao	Flexivel	Alta	Preto	2018-2020	85.36
00583	Ciencias	376	Original	Flexivel	Baixa	Preto	Até 2017	36.84
00584	Autoajuda	358	Original	Flexivel	Baixa	Preto	2018-2020	41.19
00585	Historia	498	Reedicao	Dura	Baixa	Preto	2018-2020	59.76
00586	Gestao	402	Original	Dura	Alta	Preto	2018-2020	65.60
00587	Biografia	336	Original	Flexivel	Alta	Preto	2018-2020	60.23
00588	Historia	144	Original	Flexivel	Baixa	Preto	2021-2023	40.31
00589	Historia	437	Original	Dura	Alta	Preto	Até 2017	68.37
00590	Culinaria	349	Reedicao	Dura	Alta	Cores	Até 2017	64.85
00591	Gestao	277	Original	Flexivel	Alta	Preto	Até 2017	57.41
00592	Culinaria	231	Reedicao	Dura	Alta	Preto	Até 2017	44.55
00593	Literatura	621	Original	Dura	Alta	Preto	Até 2017	72.55
00594	Ciencias	325	Reedicao	Flexivel	Alta	Preto	2018-2020	60.88
00595	Culinaria	395	Original	Dura	Baixa	Cores	2021-2023	54.59
00596	Autoajuda	307	Reedicao	Flexivel	Alta	Preto	Até 2017	32.52
00597	Autoajuda	195	Reedicao	Flexivel	Alta	Cores	Até 2017	37.97
00598	Infantil	458	Reedicao	Flexivel	Baixa	Preto	2018-2020	52.32
00599	Literatura	318	Original	Flexivel	Baixa	Preto	2021-2023	63.92
00600	Autoajuda	436	Reedicao	Flexivel	Baixa	Preto	2018-2020	46.20
00601	Autoajuda	422	Reedicao	Flexivel	Baixa	Preto	2018-2020	47.53
00602	Artes	715	Reedicao	Dura	Baixa	Preto	2021-2023	101.98
00603	Literatura	508	Original	Flexivel	Baixa	Preto	2018-2020	67.12
00604	Espiritualidade	396	Reedicao	Flexivel	Baixa	Preto	2018-2020	57.23
00605	Espiritualidade	446	Original	Dura	Baixa	Preto	2021-2023	73.02
00606	Literatura	332	Original	Flexivel	Baixa	Preto	2018-2020	51.04
00607	Historia	198	Original	Flexivel	Baixa	Preto	2018-2020	28.82
00608	Autoajuda	287	Reedicao	Flexivel	Baixa	Preto	2021-2023	42.87
00609	Ciencias	215	Original	Flexivel	Baixa	Preto	2018-2020	41.45
00610	Culinaria	412	Original	Dura	Alta	Cores	Até 2017	56.37
00611	Historia	261	Reedicao	Flexivel	Baixa	Preto	2018-2020	30.23
00612	Autoajuda	592	Reedicao	Flexivel	Alta	Preto	2018-2020	68.40
00613	Biografia	440	Original	Flexivel	Baixa	Cores	2018-2020	84.51
00614	Artes	912	Original	Dura	Baixa	Preto	Até 2017	95.08
00615	Autoajuda	245	Reedicao	Flexivel	Baixa	Preto	2021-2023	44.00
00616	Ciencias	477	Reedicao	Dura	Alta	Preto	2018-2020	80.84
00617	Autoajuda	305	Reedicao	Flexivel	Baixa	Preto	Até 2017	30.62
00618	Biografia	485	Original	Flexivel	Baixa	Preto	Até 2017	77.05
00619	Gestao	332	Original	Flexivel	Baixa	Preto	2018-2020	42.74
00620	Biografia	347	Original	Flexivel	Baixa	Preto	2021-2023	60.86
00621	Culinaria	357	Original	Dura	Alta	Preto	2018-2020	73.19
00622	Autoajuda	265	Reedicao	Dura	Baixa	Preto	Até 2017	36.25
00623	Espiritualidade	515	Reedicao	Flexivel	Baixa	Preto	Até 2017	49.60
00624	Autoajuda	627	Reedicao	Flexivel	Baixa	Preto	2021-2023	58.35
00625	Culinaria	170	Reedicao	Flexivel	Baixa	Preto	Até 2017	14.18
00626	Gestao	681	Reedicao	Flexivel	Baixa	Cores	Até 2017	88.60
00627	Ciencias	425	Reedicao	Flexivel	Baixa	Preto	Até 2017	67.97
00628	Universitario	432	Original	Flexivel	Baixa	Cores	Até 2017	82.83
00629	Autoajuda	70	Original	Flexivel	Baixa	Cores	2018-2020	15.37
00630	Autoajuda	261	Reedicao	Flexivel	Baixa	Preto	2018-2020	40.09
00631	Literatura	242	Reedicao	Dura	Baixa	Preto	2021-2023	45.67
00632	Ciencias	418	Reedicao	Flexivel	Baixa	Preto	Até 2017	51.81
00633	Ciencias	775	Original	Flexivel	Baixa	Preto	Até 2017	96.84
00634	Culinaria	228	Reedicao	Dura	Baixa	Preto	2021-2023	45.16
00635	Literatura	258	Original	Flexivel	Baixa	Preto	2021-2023	48.96
00636	Autoajuda	347	Original	Flexivel	Baixa	Preto	2021-2023	34.32
00637	Literatura	205	Reedicao	Flexivel	Baixa	Preto	Até 2017	28.49
00638	Gestao	448	Reedicao	Flexivel	Baixa	Preto	2018-2020	61.31
00639	Autoajuda	295	Original	Flexivel	Alta	Preto	2018-2020	43.92
00640	Autoajuda	327	Original	Flexivel	Baixa	Preto	Até 2017	38.02
00641	Autoajuda	276	Original	Flexivel	Alta	Preto	2018-2020	43.09
00642	Literatura	451	Original	Flexivel	Baixa	Preto	Até 2017	45.94
00643	Viagem	323	Original	Dura	Baixa	Preto	2021-2023	59.90
00644	Autoajuda	205	Original	Flexivel	Baixa	Preto	2018-2020	12.42
00645	Literatura	322	Reedicao	Flexivel	Baixa	Cores	Até 2017	37.97
00646	Ciencias	412	Original	Dura	Baixa	Cores	2021-2023	73.89
00647	Autoajuda	409	Reedicao	Flexivel	Baixa	Preto	2021-2023	45.69
00648	Espiritualidade	645	Original	Dura	Alta	Preto	2018-2020	82.29
00649	Autoajuda	265	Original	Flexivel	Alta	Preto	Até 2017	48.41
00650	Espiritualidade	339	Reedicao	Flexivel	Baixa	Preto	Até 2017	39.45
00651	Universitario	435	Original	Dura	Baixa	Preto	2021-2023	90.95
00652	Ciencias	215	Reedicao	Dura	Alta	Cores	2018-2020	53.78
00653	Infantil	352	Reedicao	Flexivel	Baixa	Preto	2018-2020	38.59
00654	Literatura	288	Original	Flexivel	Baixa	Preto	2021-2023	55.88
00655	Autoajuda	265	Original	Flexivel	Alta	Preto	2018-2020	53.20
00656	Historia	162	Original	Flexivel	Baixa	Preto	Até 2017	32.79
00657	Universitario	422	Reedicao	Flexivel	Alta	Preto	Até 2017	90.64
00658	Infantil	292	Original	Flexivel	Alta	Preto	2021-2023	48.48
00659	Autoajuda	116	Original	Flexivel	Baixa	Preto	2018-2020	19.76
00660	Artes	362	Original	Flexivel	Baixa	Preto	2021-2023	54.46
00661	Literatura	269	Original	Dura	Baixa	Preto	Até 2017	58.20
00662	Literatura	85	Original	Flexivel	Baixa	Preto	2021-2023	40.19
00663	Gestao	265	Original	Flexivel	Baixa	Preto	Até 2017	20.67
00664	Espiritualidade	298	Reedicao	Flexivel	Baixa	Preto	Até 2017	36.66
00665	Universitario	586	Original	Flexivel	Alta	Cores	2018-2020	109.31
00666	Literatura	563	Original	Dura	Baixa	Preto	2021-2023	85.38
00667	Viagem	618	Reedicao	Dura	Alta	Cores	Até 2017	68.10
00668	Espiritualidade	276	Reedicao	Flexivel	Baixa	Preto	Até 2017	34.01
00669	Ciencias	198	Reedicao	Flexivel	Baixa	Preto	2021-2023	32.95
00670	Infantil	144	Original	Flexivel	Baixa	Cores	2018-2020	45.35
00671	Culinaria	875	Reedicao	Flexivel	Baixa	Preto	2018-2020	78.83
00672	Literatura	484	Reedicao	Flexivel	Alta	Preto	2021-2023	69.96
00673	Historia	402	Reedicao	Flexivel	Baixa	Preto	Até 2017	58.22
00674	Artes	202	Reedicao	Flexivel	Baixa	Cores	2018-2020	29.74
00675	Culinaria	694	Reedicao	Dura	Baixa	Preto	2021-2023	91.13
00676	Espiritualidade	412	Reedicao	Flexivel	Baixa	Preto	2018-2020	47.05
00677	Autoajuda	176	Reedicao	Flexivel	Baixa	Preto	Até 2017	-3.11
00678	Infantil	428	Original	Flexivel	Baixa	Cores	2021-2023	67.65
00679	Gestao	288	Reedicao	Flexivel	Baixa	Cores	2021-2023	50.07
00680	Historia	424	Original	Flexivel	Baixa	Preto	2018-2020	56.37
00681	Infantil	525	Reedicao	Flexivel	Baixa	Cores	2021-2023	53.33
00682	Espiritualidade	206	Original	Flexivel	Baixa	Preto	Até 2017	19.92
00683	Culinaria	301	Reedicao	Dura	Alta	Preto	2018-2020	58.84
00684	Artes	259	Original	Flexivel	Alta	Cores	2018-2020	30.06
00685	Historia	562	Original	Dura	Alta	Preto	Até 2017	92.85
00686	Autoajuda	391	Original	Flexivel	Baixa	Preto	2018-2020	40.16
00687	Ciencias	312	Reedicao	Flexivel	Baixa	Cores	Até 2017	42.11
00688	Ciencias	306	Original	Flexivel	Baixa	Preto	2018-2020	59.83
00689	Culinaria	135	Reedicao	Flexivel	Baixa	Preto	Até 2017	32.56
00690	Gestao	319	Reedicao	Dura	Alta	Preto	Até 2017	53.86
00691	Historia	313	Original	Flexivel	Baixa	Preto	Até 2017	42.00
00692	Ciencias	398	Original	Flexivel	Baixa	Preto	2018-2020	67.61
00693	Ciencias	342	Original	Flexivel	Alta	Preto	Até 2017	44.26
00694	Autoajuda	179	Original	Flexivel	Baixa	Preto	Até 2017	13.38
00695	Autoajuda	283	Reedicao	Dura	Baixa	Preto	Até 2017	39.49
00696	Infantil	558	Reedicao	Flexivel	Baixa	Cores	Até 2017	60.02
00697	Artes	348	Original	Dura	Alta	Preto	Até 2017	43.80
