ID_RESPONDENTE	IDADE	GENERO	ESTADO_CIVIL	OCUPACAO_USUAL	RENDA_MENSAL_FAMILIAR	GRAU_EDUCACAO	REFEICAO_MAIS_FREQUENTE	COMPRAS_SAUDAVEIS	RECLAMACAO_ATRASO	AVALIACAO_MEDIA_ANTERIOR	INFLUENCIADO_POR_NOTA
258	24	Feminino	Solteiro	Empregado CLT	6800	Ensino Fund./Medio	Cafe da manha	Sim	Sim	4.5	1
259	32	Masculino	Casado	Autonomo	10300	Graduacao	Almoco	Nao	Nao	4.4	1
260	18	Masculino	Solteiro	Sem Ocupacao	5600	Graduacao	Cafe da manha	Sim	Sim	4.6	1
261	54	Masculino	Solteiro	Sem Ocupacao	3300	Sem Instrucao	Almoco	Nao	Nao	4.6	0
262	34	Masculino	Solteiro	Empregado CLT	3700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
263	27	Feminino	Solteiro	Autonomo	14800	Graduacao	Lanches	Nao	Sim	4.4	1
264	32	Masculino	Casado	Empregado CLT	3400	Graduacao	Almoco	Sim	Nao	4.7	1
265	36	Masculino	Solteiro	Empregado CLT	10300	Graduacao	Almoco	Nao	Nao	4.6	0
266	27	Masculino	Solteiro	Estudante	9600	Graduacao	Jantar	Nao	Nao	4.6	1
267	24	Masculino	Solteiro	Estudante	12700	Ensino Fund./Medio	Almoco	Sim	Sim	4.6	0
268	29	Masculino	Casado	Empregado CLT	1700	Graduacao	Almoco	Nao	Sim	4.4	1
269	20	Feminino	Solteiro	Sem Ocupacao	3900	Graduacao	Lanches	Nao	Nao	4.7	1
270	27	Feminino	Solteiro	Estudante	6700	Ensino Fund./Medio	Jantar	Nao	Nao	4.5	1
271	73	Feminino	Casado	Aposentado	12300	Graduacao	Cafe da manha	Nao	Nao	4.1	1
272	30	Masculino	Solteiro	Estudante	16100	Ensino Fund./Medio	Jantar	Nao	Nao	4.9	1
273	22	Masculino	Solteiro	Sem Ocupacao	9800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	0
274	38	Masculino	Casado	Empregado CLT	7200	Graduacao	Almoco	Nao	Nao	4.9	1
275	18	Feminino	Solteiro	Sem Ocupacao	2100	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
276	39	Masculino	Casado	Autonomo	10000	Graduacao	Almoco	Nao	Nao	4.5	1
277	34	Feminino	Casado	Empregado CLT	6300	Graduacao	Almoco	Nao	Nao	4.6	0
278	36	Masculino	Casado	Empregado CLT	3800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
279	33	Feminino	Casado	Autonomo	8000	Sem Instrucao	Cafe da manha	Nao	Nao	4.7	0
280	41	Feminino	Solteiro	Sem Ocupacao	4900	Graduacao	Almoco	Nao	Nao	4.5	0
281	30	Masculino	Casado	Autonomo	6700	Sem Instrucao	Lanches	Nao	Nao	4.9	1
282	24	Feminino	Solteiro	Autonomo	10200	Ensino Fund./Medio	Almoco	Nao	Nao	4.1	1
283	40	Feminino	Casado	Autonomo	3300	Graduacao	Almoco	Nao	Nao	4.5	1
284	31	Feminino	Divorciado	Empregado CLT	13600	Ensino Fund./Medio	Jantar	Nao	Nao	4.9	1
285	67	Masculino	Viúvo	Autonomo	3000	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	1
286	32	Masculino	Solteiro	Autonomo	10300	Graduacao	Almoco	Nao	Nao	4.6	1
287	41	Feminino	Casado	Sem Ocupacao	15700	Graduacao	Jantar	Nao	Nao	4.4	0
288	27	Feminino	Solteiro	Autonomo	10700	Ensino Fund./Medio	Almoco	Nao	Sim	4.4	0
289	35	Feminino	Solteiro	Empregado CLT	13800	Graduacao	Jantar	Nao	Nao	4.4	0
290	58	Feminino	Solteiro	Empregado CLT	13400	Pos-Graduacao	Lanches	Nao	Nao	4.7	1
291	27	Masculino	Casado	Empregado CLT	21600	Sem Instrucao	Almoco	Sim	Nao	4.8	1
292	29	Masculino	Solteiro	Estudante	4500	Graduacao	Lanches	Sim	Nao	4.4	0
293	51	Feminino	Viúvo	Aposentado	14700	Pos-Graduacao	Lanches	Nao	Nao	4.8	0
294	65	Feminino	Casado	Sem Ocupacao	3800	Sem Instrucao	Jantar	Nao	Nao	4.6	1
295	27	Feminino	Solteiro	Sem Ocupacao	5200	Graduacao	Cafe da manha	Nao	Nao	4.7	1
296	33	Masculino	Casado	Empregado CLT	7900	Graduacao	Cafe da manha	Nao	Nao	4.7	0
297	28	Masculino	Solteiro	Autonomo	2500	Sem Instrucao	Jantar	Nao	Nao	4.2	1
298	18	Masculino	Divorciado	Estudante	4700	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	1
299	29	Feminino	Solteiro	Empregado CLT	13700	Graduacao	Jantar	Nao	Nao	4.8	1
300	42	Masculino	Solteiro	Autonomo	9800	Graduacao	Almoco	Nao	Sim	4.6	0
301	35	Masculino	Solteiro	Empregado CLT	18600	Pos-Graduacao	Cafe da manha	Nao	Nao	4.3	0
302	63	Masculino	Casado	Aposentado	6000	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
303	18	Masculino	Solteiro	Sem Ocupacao	7700	Ensino Fund./Medio	Lanches	Sim	Nao	4.5	0
304	24	Feminino	Casado	Empregado CLT	10400	Graduacao	Lanches	Sim	Sim	4.8	1
305	33	Masculino	Divorciado	Autonomo	3800	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
306	29	Feminino	Casado	Estudante	8700	Graduacao	Jantar	Nao	Nao	4.8	1
307	26	Masculino	Casado	Empregado CLT	2700	Graduacao	Cafe da manha	Nao	Nao	4.5	1
308	26	Masculino	Casado	Sem Ocupacao	10900	Ensino Fund./Medio	Cafe da manha	Sim	Sim	4.5	1
309	26	Masculino	Casado	Sem Ocupacao	7300	Graduacao	Lanches	Nao	Nao	4.4	1
310	25	Feminino	Solteiro	Estudante	5100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
311	18	Feminino	Solteiro	Estudante	17200	Ensino Fund./Medio	Almoco	Sim	Sim	4.6	1
312	21	Masculino	Solteiro	Estudante	12700	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	0
313	44	Masculino	Casado	Sem Ocupacao	10000	Graduacao	Cafe da manha	Sim	Nao	4.5	1
314	27	Masculino	Solteiro	Estudante	4900	Graduacao	Almoco	Nao	Nao	4.6	0
315	67	Masculino	Casado	Sem Ocupacao	2400	Graduacao	Lanches	Nao	Sim	4.3	1
316	22	Masculino	Casado	Estudante	22600	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	1
317	34	Masculino	Solteiro	Sem Ocupacao	11000	Graduacao	Lanches	Nao	Nao	4.2	0
318	26	Feminino	Solteiro	Empregado CLT	5600	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
319	34	Feminino	Casado	Empregado CLT	7400	Graduacao	Lanches	Nao	Nao	4.3	0
320	21	Masculino	Solteiro	Empregado CLT	6100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
321	36	Feminino	Casado	Estudante	14700	Graduacao	Almoco	Sim	Sim	4.6	1
322	46	Masculino	Casado	Sem Ocupacao	9500	Graduacao	Jantar	Nao	Nao	4.4	0
323	57	Masculino	Casado	Sem Ocupacao	2100	Graduacao	Jantar	Nao	Nao	4.9	1
324	41	Masculino	Casado	Sem Ocupacao	8900	Graduacao	Almoco	Nao	Nao	4.5	0
325	24	Masculino	Solteiro	Empregado CLT	11100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.7	1
326	22	Feminino	Solteiro	Empregado CLT	26400	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	1
327	18	Masculino	Solteiro	Estudante	6300	Ensino Fund./Medio	Almoco	Nao	Sim	4.8	1
328	23	Masculino	Solteiro	Empregado CLT	2100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
329	52	Feminino	Divorciado	Empregado CLT	2500	Graduacao	Almoco	Nao	Nao	4.5	1
330	33	Feminino	Casado	Estudante	5500	Graduacao	Lanches	Nao	Nao	4.7	0
331	30	Feminino	Casado	Sem Ocupacao	10200	Graduacao	Cafe da manha	Nao	Nao	4.9	1
332	46	Feminino	Solteiro	Empregado CLT	11200	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
333	18	Masculino	Solteiro	Empregado CLT	8000	Ensino Fund./Medio	Lanches	Nao	Nao	4.3	0
334	26	Masculino	Casado	Empregado CLT	3100	Sem Instrucao	Cafe da manha	Nao	Sim	4.4	0
335	27	Masculino	Solteiro	Empregado CLT	9700	Ensino Fund./Medio	Almoco	Sim	Nao	4.3	0
336	35	Feminino	Casado	Autonomo	3500	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	1
337	27	Masculino	Casado	Estudante	10000	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	1
338	61	Masculino	Casado	Autonomo	4500	Pos-Graduacao	Almoco	Sim	Nao	4.7	1
339	19	Masculino	Solteiro	Sem Ocupacao	8900	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
340	49	Masculino	Solteiro	Autonomo	11800	Ensino Fund./Medio	Almoco	Sim	Sim	4.8	1
341	48	Feminino	Viúvo	Autonomo	3400	Graduacao	Almoco	Sim	Nao	4.9	1
342	40	Masculino	Casado	Autonomo	14000	Graduacao	Lanches	Sim	Nao	4.7	1
343	33	Masculino	Casado	Autonomo	6700	Graduacao	Almoco	Sim	Nao	4.2	0
344	27	Feminino	Solteiro	Empregado CLT	10800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
345	27	Masculino	Casado	Autonomo	9100	Graduacao	Almoco	Nao	Nao	4.9	1
346	31	Masculino	Solteiro	Estudante	8400	Graduacao	Cafe da manha	Nao	Nao	4.7	0
347	24	Feminino	Divorciado	Autonomo	10000	Graduacao	Cafe da manha	Nao	Sim	4.1	0
348	34	Feminino	Casado	Estudante	13800	Graduacao	Jantar	Nao	Nao	4.2	1
349	36	Feminino	Solteiro	Autonomo	6300	Graduacao	Jantar	Nao	Nao	4.5	1
350	32	Masculino	Divorciado	Empregado CLT	2600	Sem Instrucao	Lanches	Nao	Nao	4.8	0
351	46	Feminino	Casado	Autonomo	5200	Graduacao	Cafe da manha	Nao	Nao	4.4	1
352	65	Masculino	Casado	Autonomo	3200	Graduacao	Lanches	Nao	Nao	4.6	1
353	60	Feminino	Casado	Aposentado	4200	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
354	39	Feminino	Divorciado	Autonomo	2200	Pos-Graduacao	Almoco	Nao	Nao	4.5	0
355	26	Masculino	Solteiro	Estudante	1200	Sem Instrucao	Jantar	Nao	Nao	4.3	1
356	28	Masculino	Solteiro	Estudante	6100	Pos-Graduacao	Lanches	Nao	Sim	4.3	1
357	27	Feminino	Solteiro	Autonomo	4000	Pos-Graduacao	Almoco	Nao	Nao	4.8	1
358	30	Feminino	Casado	Empregado CLT	17900	Sem Instrucao	Lanches	Nao	Nao	4.7	1
359	46	Masculino	Casado	Empregado CLT	3000	Pos-Graduacao	Almoco	Nao	Nao	4.6	1
360	20	Masculino	Casado	Estudante	7900	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
361	39	Masculino	Casado	Autonomo	5900	Ensino Fund./Medio	Lanches	Nao	Sim	4.4	0
362	26	Feminino	Casado	Empregado CLT	6200	Pos-Graduacao	Cafe da manha	Sim	Nao	4.6	1
363	35	Masculino	Casado	Estudante	4900	Pos-Graduacao	Lanches	Sim	Nao	4.4	0
364	40	Feminino	Casado	Autonomo	5800	Graduacao	Lanches	Nao	Nao	4.3	0
365	24	Feminino	Casado	Empregado CLT	11500	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	1
366	20	Feminino	Solteiro	Estudante	2300	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
367	39	Masculino	Solteiro	Empregado CLT	9100	Graduacao	Lanches	Sim	Nao	4.8	1
368	26	Masculino	Solteiro	Autonomo	12100	Graduacao	Cafe da manha	Nao	Nao	4.7	0
369	54	Feminino	Divorciado	Sem Ocupacao	3900	Graduacao	Almoco	Nao	Nao	4.5	0
370	33	Feminino	Casado	Sem Ocupacao	4200	Graduacao	Jantar	Sim	Sim	4.2	1
371	75	Masculino	Viúvo	Aposentado	6700	Graduacao	Cafe da manha	Nao	Nao	4.7	1
372	40	Feminino	Solteiro	Autonomo	4500	Graduacao	Cafe da manha	Nao	Nao	4.8	0
373	37	Feminino	Casado	Empregado CLT	5800	Graduacao	Cafe da manha	Nao	Nao	4.7	1
374	42	Masculino	Casado	Empregado CLT	11500	Graduacao	Lanches	Nao	Nao	4.3	0
375	28	Feminino	Casado	Sem Ocupacao	7500	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
376	58	Masculino	Casado	Autonomo	3700	Graduacao	Almoco	Nao	Nao	4.5	0
377	72	Masculino	Casado	Aposentado	12500	Graduacao	Cafe da manha	Nao	Nao	4.6	0
378	28	Masculino	Casado	Autonomo	5800	Ensino Fund./Medio	Lanches	Sim	Nao	4.6	1
379	23	Feminino	Solteiro	Empregado CLT	13000	Sem Instrucao	Lanches	Nao	Nao	4.1	1
380	26	Feminino	Casado	Empregado CLT	13600	Sem Instrucao	Almoco	Nao	Sim	4.2	1
381	25	Feminino	Solteiro	Empregado CLT	8800	Sem Instrucao	Almoco	Nao	Nao	4.9	1
382	27	Masculino	Casado	Autonomo	4000	Graduacao	Jantar	Nao	Nao	4.4	0
383	27	Feminino	Solteiro	Sem Ocupacao	6000	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
384	28	Masculino	Solteiro	Empregado CLT	23400	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
385	36	Feminino	Casado	Estudante	2400	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	1
386	32	Feminino	Casado	Autonomo	900	Graduacao	Lanches	Sim	Nao	4.7	1
387	19	Masculino	Solteiro	Estudante	4200	Sem Instrucao	Lanches	Nao	Nao	4.5	0
388	28	Masculino	Solteiro	Empregado CLT	2700	Sem Instrucao	Almoco	Nao	Nao	4.6	0
389	27	Masculino	Casado	Estudante	11000	Ensino Fund./Medio	Cafe da manha	Nao	Sim	4.9	1
390	39	Feminino	Solteiro	Autonomo	10300	Graduacao	Lanches	Nao	Nao	4.6	1
391	18	Masculino	Solteiro	Estudante	8200	Ensino Fund./Medio	Cafe da manha	Nao	Sim	4.9	1
392	24	Masculino	Solteiro	Estudante	4000	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	0
393	61	Feminino	Viúvo	Autonomo	6800	Graduacao	Jantar	Nao	Sim	4.9	1
394	42	Masculino	Solteiro	Empregado CLT	14800	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.6	1
395	35	Masculino	Solteiro	Autonomo	7900	Graduacao	Almoco	Nao	Nao	4.9	1
396	25	Masculino	Casado	Autonomo	1700	Pos-Graduacao	Almoco	Nao	Nao	4.7	1
397	41	Masculino	Casado	Autonomo	12100	Graduacao	Almoco	Nao	Nao	4.6	0
398	48	Feminino	Casado	Sem Ocupacao	14900	Graduacao	Almoco	Sim	Nao	4.6	1
399	20	Masculino	Solteiro	Estudante	7800	Ensino Fund./Medio	Almoco	Sim	Sim	4.8	1
400	25	Feminino	Solteiro	Estudante	6100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.2	1
401	23	Feminino	Divorciado	Empregado CLT	23700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
402	34	Masculino	Casado	Autonomo	5200	Pos-Graduacao	Jantar	Nao	Nao	4.3	0
403	19	Masculino	Solteiro	Sem Ocupacao	6700	Ensino Fund./Medio	Jantar	Nao	Nao	4.4	0
404	29	Feminino	Solteiro	Estudante	8100	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
405	35	Masculino	Solteiro	Empregado CLT	2600	Graduacao	Lanches	Nao	Nao	4.5	1
406	37	Masculino	Solteiro	Autonomo	6300	Pos-Graduacao	Cafe da manha	Nao	Sim	4.1	0
407	37	Feminino	Casado	Autonomo	7900	Graduacao	Almoco	Nao	Nao	4.6	1
408	39	Feminino	Casado	Sem Ocupacao	2800	Graduacao	Lanches	Nao	Nao	4.7	0
409	37	Masculino	Divorciado	Empregado CLT	8200	Graduacao	Lanches	Nao	Nao	4.7	1
410	21	Masculino	Solteiro	Estudante	9200	Ensino Fund./Medio	Lanches	Nao	Nao	4.3	0
411	21	Feminino	Casado	Empregado CLT	10800	Graduacao	Almoco	Nao	Nao	4.6	1
412	27	Masculino	Casado	Estudante	18900	Ensino Fund./Medio	Almoco	Sim	Nao	4.7	1
413	31	Masculino	Divorciado	Sem Ocupacao	7300	Graduacao	Lanches	Nao	Nao	4.6	0
414	29	Feminino	Solteiro	Empregado CLT	6700	Graduacao	Almoco	Sim	Nao	4.5	1
415	55	Feminino	Casado	Sem Ocupacao	4100	Pos-Graduacao	Almoco	Nao	Nao	4.6	0
416	42	Feminino	Solteiro	Autonomo	17700	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
417	27	Feminino	Solteiro	Estudante	3200	Pos-Graduacao	Jantar	Nao	Nao	4.2	1
418	35	Masculino	Casado	Autonomo	8900	Graduacao	Almoco	Nao	Nao	4.0	1
419	27	Masculino	Casado	Autonomo	1800	Graduacao	Cafe da manha	Nao	Nao	4.8	1
420	24	Masculino	Casado	Estudante	5900	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
421	34	Masculino	Casado	Empregado CLT	5000	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	0
422	37	Feminino	Casado	Empregado CLT	14300	Graduacao	Jantar	Nao	Sim	4.6	1
423	31	Feminino	Solteiro	Autonomo	8700	Pos-Graduacao	Lanches	Nao	Nao	4.7	1
424	19	Masculino	Solteiro	Estudante	5100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
425	20	Feminino	Solteiro	Empregado CLT	9300	Graduacao	Lanches	Nao	Nao	4.5	0
426	27	Feminino	Casado	Empregado CLT	9100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	1
427	56	Masculino	Casado	Autonomo	10700	Graduacao	Cafe da manha	Sim	Sim	4.7	1
428	52	Masculino	Casado	Empregado CLT	7900	Graduacao	Lanches	Sim	Nao	4.6	1
429	51	Masculino	Casado	Autonomo	1500	Ensino Fund./Medio	Lanches	Sim	Sim	4.4	1
430	25	Feminino	Divorciado	Empregado CLT	4900	Pos-Graduacao	Lanches	Nao	Nao	4.5	0
431	32	Feminino	Solteiro	Empregado CLT	16400	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	1
432	19	Feminino	Solteiro	Estudante	11600	Ensino Fund./Medio	Almoco	Sim	Nao	4.5	1
433	38	Masculino	Casado	Empregado CLT	1700	Pos-Graduacao	Almoco	Nao	Nao	4.5	0
434	47	Feminino	Casado	Empregado CLT	18400	Graduacao	Lanches	Nao	Nao	4.5	1
435	27	Masculino	Solteiro	Estudante	11800	Pos-Graduacao	Lanches	Nao	Nao	4.5	1
436	39	Masculino	Solteiro	Estudante	14700	Pos-Graduacao	Lanches	Nao	Nao	4.5	1
437	18	Masculino	Casado	Estudante	7400	Ensino Fund./Medio	Jantar	Nao	Nao	4.6	1
438	31	Masculino	Casado	Sem Ocupacao	21100	Graduacao	Cafe da manha	Nao	Nao	4.5	1
439	22	Feminino	Solteiro	Autonomo	6000	Graduacao	Lanches	Sim	Nao	4.5	0
440	23	Masculino	Solteiro	Estudante	4000	Sem Instrucao	Jantar	Nao	Nao	4.5	1
441	20	Masculino	Solteiro	Estudante	26100	Sem Instrucao	Lanches	Nao	Nao	4.5	1
442	34	Feminino	Casado	Empregado CLT	6800	Sem Instrucao	Cafe da manha	Sim	Nao	4.6	1
443	25	Masculino	Solteiro	Estudante	3300	Graduacao	Lanches	Nao	Nao	4.5	0
444	30	Feminino	Casado	Estudante	2300	Pos-Graduacao	Almoco	Sim	Nao	4.7	0
445	35	Feminino	Casado	Empregado CLT	9600	Graduacao	Almoco	Nao	Nao	4.7	1
446	31	Masculino	Casado	Estudante	3800	Graduacao	Cafe da manha	Nao	Nao	4.8	1
447	28	Masculino	Casado	Empregado CLT	3100	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	0
448	32	Feminino	Casado	Autonomo	6700	Graduacao	Cafe da manha	Nao	Nao	4.6	0
449	25	Feminino	Solteiro	Estudante	7400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.2	0
450	26	Masculino	Solteiro	Estudante	4000	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
451	20	Masculino	Casado	Estudante	7000	Ensino Fund./Medio	Lanches	Sim	Nao	4.7	1
452	37	Masculino	Casado	Empregado CLT	5200	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
453	19	Masculino	Solteiro	Sem Ocupacao	5900	Graduacao	Jantar	Nao	Nao	4.5	1
454	21	Feminino	Casado	Estudante	6500	Ensino Fund./Medio	Jantar	Nao	Nao	4.5	1
455	47	Masculino	Casado	Empregado CLT	6900	Pos-Graduacao	Cafe da manha	Sim	Nao	4.6	1
456	31	Masculino	Solteiro	Estudante	3300	Pos-Graduacao	Almoco	Sim	Nao	4.5	0
457	24	Masculino	Solteiro	Estudante	17200	Sem Instrucao	Almoco	Nao	Nao	4.7	1
458	29	Masculino	Solteiro	Autonomo	15200	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
459	36	Masculino	Casado	Autonomo	7200	Graduacao	Lanches	Nao	Nao	4.6	1
460	45	Feminino	Casado	Empregado CLT	8000	Graduacao	Almoco	Sim	Sim	4.7	1
461	42	Masculino	Casado	Empregado CLT	9600	Graduacao	Cafe da manha	Nao	Nao	4.7	0
462	32	Feminino	Casado	Empregado CLT	3000	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	1
463	22	Masculino	Solteiro	Estudante	6900	Ensino Fund./Medio	Almoco	Sim	Nao	4.5	1
464	27	Masculino	Casado	Estudante	8600	Sem Instrucao	Almoco	Nao	Nao	4.7	1
465	34	Masculino	Solteiro	Empregado CLT	8300	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
466	35	Masculino	Divorciado	Autonomo	6700	Graduacao	Lanches	Nao	Nao	4.5	1
467	31	Feminino	Solteiro	Empregado CLT	12000	Graduacao	Jantar	Sim	Sim	4.5	1
468	20	Masculino	Solteiro	Empregado CLT	1700	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	0
469	30	Masculino	Solteiro	Autonomo	9700	Pos-Graduacao	Cafe da manha	Sim	Nao	4.7	1
470	55	Feminino	Casado	Empregado CLT	9500	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
471	25	Feminino	Solteiro	Estudante	3600	Graduacao	Almoco	Nao	Nao	4.7	0
472	30	Masculino	Solteiro	Empregado CLT	7100	Graduacao	Almoco	Nao	Nao	4.3	1
473	28	Masculino	Casado	Autonomo	9500	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
474	30	Feminino	Solteiro	Estudante	10500	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
475	19	Masculino	Casado	Estudante	8500	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	1
476	18	Masculino	Divorciado	Estudante	7900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	1
477	32	Feminino	Casado	Autonomo	12200	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	0
478	33	Feminino	Casado	Estudante	4100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.7	1
479	38	Masculino	Casado	Autonomo	5600	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
480	33	Feminino	Casado	Empregado CLT	14800	Sem Instrucao	Lanches	Nao	Nao	4.7	0
481	27	Masculino	Casado	Autonomo	5400	Ensino Fund./Medio	Almoco	Sim	Nao	4.6	0
482	44	Masculino	Casado	Autonomo	4000	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	0
483	30	Masculino	Solteiro	Empregado CLT	9500	Ensino Fund./Medio	Cafe da manha	Sim	Sim	4.9	1
484	58	Masculino	Casado	Autonomo	12200	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.5	1
485	33	Masculino	Casado	Autonomo	4100	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	0
486	29	Masculino	Casado	Estudante	15500	Graduacao	Almoco	Nao	Nao	4.7	1
487	25	Masculino	Solteiro	Autonomo	9800	Ensino Fund./Medio	Almoco	Sim	Sim	4.6	1
488	39	Feminino	Casado	Empregado CLT	10000	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	0
489	19	Masculino	Solteiro	Estudante	15200	Ensino Fund./Medio	Lanches	Sim	Sim	4.3	0
490	37	Masculino	Divorciado	Autonomo	6900	Pos-Graduacao	Lanches	Nao	Nao	4.6	1
491	29	Feminino	Solteiro	Empregado CLT	19900	Pos-Graduacao	Cafe da manha	Nao	Nao	4.3	0
492	24	Feminino	Solteiro	Empregado CLT	8600	Graduacao	Cafe da manha	Nao	Nao	4.3	0
493	26	Masculino	Casado	Autonomo	5000	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
494	21	Masculino	Solteiro	Estudante	14700	Sem Instrucao	Lanches	Nao	Nao	4.6	0
495	30	Masculino	Casado	Empregado CLT	7700	Pos-Graduacao	Almoco	Nao	Nao	4.7	1
496	36	Feminino	Solteiro	Autonomo	7800	Graduacao	Almoco	Sim	Nao	4.5	1
497	24	Feminino	Casado	Estudante	13500	Sem Instrucao	Cafe da manha	Nao	Nao	4.2	0
498	36	Masculino	Solteiro	Empregado CLT	9900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
499	51	Feminino	Solteiro	Autonomo	15500	Graduacao	Jantar	Nao	Nao	4.5	1
500	29	Masculino	Casado	Autonomo	10900	Pos-Graduacao	Lanches	Nao	Nao	4.7	1
501	29	Masculino	Casado	Empregado CLT	10500	Ensino Fund./Medio	Lanches	Nao	Sim	4.4	1
502	34	Feminino	Casado	Autonomo	1700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
503	25	Feminino	Solteiro	Estudante	6600	Ensino Fund./Medio	Jantar	Nao	Nao	4.8	1
504	28	Masculino	Solteiro	Sem Ocupacao	2100	Ensino Fund./Medio	Almoco	Sim	Nao	4.9	0
505	29	Masculino	Casado	Autonomo	10300	Graduacao	Cafe da manha	Sim	Nao	4.7	1
506	33	Feminino	Solteiro	Estudante	12500	Sem Instrucao	Almoco	Nao	Nao	4.7	1
507	22	Masculino	Solteiro	Autonomo	12200	Sem Instrucao	Lanches	Nao	Nao	4.5	0
508	36	Feminino	Casado	Estudante	17700	Pos-Graduacao	Cafe da manha	Sim	Nao	4.7	1
509	35	Masculino	Solteiro	Autonomo	9400	Graduacao	Jantar	Nao	Nao	4.4	0
510	45	Feminino	Divorciado	Autonomo	4700	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	0
511	19	Feminino	Solteiro	Estudante	9800	Sem Instrucao	Almoco	Nao	Nao	4.7	1
512	33	Feminino	Casado	Autonomo	11100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	1
513	28	Masculino	Casado	Sem Ocupacao	4100	Ensino Fund./Medio	Almoco	Nao	Nao	4.2	0
514	29	Feminino	Solteiro	Autonomo	17500	Graduacao	Lanches	Nao	Nao	4.4	0
515	38	Masculino	Casado	Estudante	7500	Pos-Graduacao	Jantar	Nao	Nao	4.7	1
516	18	Feminino	Solteiro	Estudante	2800	Graduacao	Almoco	Sim	Nao	4.5	1
517	22	Feminino	Solteiro	Sem Ocupacao	12100	Graduacao	Lanches	Nao	Sim	4.4	0
518	55	Masculino	Casado	Aposentado	4700	Graduacao	Jantar	Nao	Nao	4.9	0
519	35	Feminino	Divorciado	Empregado CLT	5900	Sem Instrucao	Lanches	Nao	Nao	4.7	1
